sample_id,genotype,block_number,replica_number,dev_stage,leaf_number,leaf_zone,dag,common_dev_stage,common_leaf_age,tissue_designation,developmental_stage_dap,dev_group,metabolite,intensity
D11P29C,PT,1,2,14,9,Center,57,V10+,adult,PT_9_14,58,>9,DGDG_38_5_20_1_18_4,17148
D11C19C,CML312,1,1,14,9,Center,57,V10+,adult,CML312_9_14,58,>9,DGDG_38_5_20_1_18_4,1544
D11C19T,CML312,1,1,14,9,Tip,57,V10+,adult,CML312_9_14,58,>9,DGDG_38_5_20_1_18_4,4069
D11P19T,PT,1,1,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,DGDG_38_5_20_1_18_4,7210
D11P29T,PT,1,2,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,DGDG_38_5_20_1_18_4,12840
D11C111B,CML312,1,1,14,11,Base,57,V10+,adult,CML312_11_14,58,>9,DGDG_38_5_20_1_18_4,8031
D11P111B,PT,1,1,14,11,Base,57,V10+,adult,PT_11_14,58,>9,DGDG_38_5_20_1_18_4,9421
D11P211B,PT,1,2,14,11,Base,57,V10+,adult,PT_11_14,58,>9,DGDG_38_5_20_1_18_4,22524
D11P111C,PT,1,1,14,11,Center,57,V10+,adult,PT_11_14,58,>9,DGDG_38_5_20_1_18_4,12034
D11P211C,PT,1,2,14,11,Center,57,V10+,adult,PT_11_14,58,>9,DGDG_38_5_20_1_18_4,13525
D11C111C,CML312,1,1,14,11,Center,57,V10+,adult,CML312_11_14,58,>9,DGDG_38_5_20_1_18_4,6805
D11P111T,PT,1,1,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,DGDG_38_5_20_1_18_4,9057
D11P211T,PT,1,2,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,DGDG_38_5_20_1_18_4,18002
D11C111T,CML312,1,1,14,11,Tip,57,V10+,adult,CML312_11_14,58,>9,DGDG_38_5_20_1_18_4,6196
D11C113B,CML312,1,1,14,13,Base,57,V10+,adult,CML312_13_14,58,>9,DGDG_38_5_20_1_18_4,6090
D11P113B,PT,1,1,14,13,Base,57,V10+,adult,PT_13_14,58,>9,DGDG_38_5_20_1_18_4,13888
D11P213B,PT,1,2,14,13,Base,57,V10+,adult,PT_13_14,58,>9,DGDG_38_5_20_1_18_4,18774
D11C113C,CML312,1,1,14,13,Center,57,V10+,adult,CML312_13_14,58,>9,DGDG_38_5_20_1_18_4,7069
D11P113C,PT,1,1,14,13,Center,57,V10+,adult,PT_13_14,58,>9,DGDG_38_5_20_1_18_4,13071
D11P213C,PT,1,2,14,13,Center,57,V10+,adult,PT_13_14,58,>9,DGDG_38_5_20_1_18_4,14045
D11P113T,PT,1,1,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,DGDG_38_5_20_1_18_4,12331
D11P213T,PT,1,2,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,DGDG_38_5_20_1_18_4,13371
D11C113T,CML312,1,1,14,13,Tip,57,V10+,adult,CML312_13_14,58,>9,DGDG_38_5_20_1_18_4,7147
D12P24A,PT,2,2,12,4,Along,49,V10+,adult,PT_4_12,50,>9,DGDG_38_5_20_1_18_4,7527
D11B15B,B73,1,1,12,5,Base,57,V10+,adult,B73_5_12,58,>9,DGDG_38_5_20_1_18_4,5360
D11B15C,B73,1,1,12,5,Center,57,V10+,adult,B73_5_12,58,>9,DGDG_38_5_20_1_18_4,3099
D11B15T,B73,1,1,12,5,Tip,57,V10+,adult,B73_5_12,58,>9,DGDG_38_5_20_1_18_4,6225
D12P25A,PT,2,2,12,5,Along,49,V10+,adult,PT_5_12,50,>9,DGDG_38_5_20_1_18_4,5809
D11B17B,B73,1,1,12,7,Base,57,V10+,adult,B73_7_12,58,>9,DGDG_38_5_20_1_18_4,7820
D11B17C,B73,1,1,12,7,Center,57,V10+,adult,B73_7_12,58,>9,DGDG_38_5_20_1_18_4,6784
D11B17T,B73,1,1,12,7,Tip,57,V10+,adult,B73_7_12,58,>9,DGDG_38_5_20_1_18_4,6260
D12P27A,PT,2,2,12,7,Along,49,V10+,adult,PT_7_12,50,>9,DGDG_38_5_20_1_18_4,8561
D11B19B,B73,1,1,12,9,Base,57,V10+,adult,B73_9_12,58,>9,DGDG_38_5_20_1_18_4,8375
D11B19C,B73,1,1,12,9,Center,57,V10+,adult,B73_9_12,58,>9,DGDG_38_5_20_1_18_4,11432
D11B19T,B73,1,1,12,9,Tip,57,V10+,adult,B73_9_12,58,>9,DGDG_38_5_20_1_18_4,9621
D12P29A,PT,2,2,12,9,Along,49,V10+,adult,PT_9_12,50,>9,DGDG_38_5_20_1_18_4,13175
D11B111B,B73,1,1,12,11,Base,57,V10+,adult,B73_11_12,58,>9,DGDG_38_5_20_1_18_4,7345
D11B111C,B73,1,1,12,11,Center,57,V10+,adult,B73_11_12,58,>9,DGDG_38_5_20_1_18_4,9600
D11B111T,B73,1,1,12,11,Tip,57,V10+,adult,B73_11_12,58,>9,DGDG_38_5_20_1_18_4,7105
D12P211A,PT,2,2,12,11,Along,49,V10+,adult,PT_11_12,50,>9,DGDG_38_5_20_1_18_4,11817
D11B113B,B73,1,1,12,13,Base,57,V10+,young,B73_13_12,58,>9,DGDG_38_5_20_1_18_4,4558
D11B113C,B73,1,1,12,13,Center,57,V10+,young,B73_13_12,58,>9,DGDG_38_5_20_1_18_4,7843
D11B113T,B73,1,1,12,13,Tip,57,V10+,young,B73_13_12,58,>9,DGDG_38_5_20_1_18_4,8645
D12C24A,CML312,2,2,11,4,Along,49,V10+,adult,CML312_4_11,50,>9,DGDG_38_5_20_1_18_4,3630
D11B25C,B73,1,2,11,5,Center,57,V10+,adult,B73_5_11,58,>9,DGDG_38_5_20_1_18_4,1674
D12C25A,CML312,2,2,11,5,Along,49,V10+,adult,CML312_5_11,50,>9,DGDG_38_5_20_1_18_4,7009
D11B27B,B73,1,2,11,7,Base,57,V10+,adult,B73_7_11,58,>9,DGDG_38_5_20_1_18_4,8266
D11C27B,CML312,1,2,11,7,Base,57,V10+,adult,CML312_7_11,58,>9,DGDG_38_5_20_1_18_4,4895
D11B27C,B73,1,2,11,7,Center,57,V10+,adult,B73_7_11,58,>9,DGDG_38_5_20_1_18_4,11212
D11C27C,CML312,1,2,11,7,Center,57,V10+,adult,CML312_7_11,58,>9,DGDG_38_5_20_1_18_4,4123
D11B27T,B73,1,2,11,7,Tip,57,V10+,adult,B73_7_11,58,>9,DGDG_38_5_20_1_18_4,3605
D11C27T,CML312,1,2,11,7,Tip,57,V10+,adult,CML312_7_11,58,>9,DGDG_38_5_20_1_18_4,3082
D12C27A,CML312,2,2,11,7,Along,49,V10+,adult,CML312_7_11,50,>9,DGDG_38_5_20_1_18_4,5135
D11B29B,B73,1,2,11,9,Base,57,V10+,adult,B73_9_11,58,>9,DGDG_38_5_20_1_18_4,9173
D11C29B,CML312,1,2,11,9,Base,57,V10+,adult,CML312_9_11,58,>9,DGDG_38_5_20_1_18_4,3206
D11B29C,B73,1,2,11,9,Center,57,V10+,adult,B73_9_11,58,>9,DGDG_38_5_20_1_18_4,9200
D11C29C,CML312,1,2,11,9,Center,57,V10+,adult,CML312_9_11,58,>9,DGDG_38_5_20_1_18_4,5557
D11B29T,B73,1,2,11,9,Tip,57,V10+,adult,B73_9_11,58,>9,DGDG_38_5_20_1_18_4,11744
D11C29T,CML312,1,2,11,9,Tip,57,V10+,adult,CML312_9_11,58,>9,DGDG_38_5_20_1_18_4,2476
D12C29A,CML312,2,2,11,9,Along,49,V10+,adult,CML312_9_11,50,>9,DGDG_38_5_20_1_18_4,5264
D11B211B,B73,1,2,11,11,Base,57,V10+,young,B73_11_11,58,>9,DGDG_38_5_20_1_18_4,6912
D11C211B,CML312,1,2,11,11,Base,57,V10+,young,CML312_11_11,58,>9,DGDG_38_5_20_1_18_4,6072
D11B211C,B73,1,2,11,11,Center,57,V10+,young,B73_11_11,58,>9,DGDG_38_5_20_1_18_4,8003
D11C211C,CML312,1,2,11,11,Center,57,V10+,young,CML312_11_11,58,>9,DGDG_38_5_20_1_18_4,7573
D11B211T,B73,1,2,11,11,Tip,57,V10+,young,B73_11_11,58,>9,DGDG_38_5_20_1_18_4,8316
D11C211T,CML312,1,2,11,11,Tip,57,V10+,young,CML312_11_11,58,>9,DGDG_38_5_20_1_18_4,7050
D12C211A,CML312,2,2,11,11,Along,49,V10+,young,CML312_11_11,50,>9,DGDG_38_5_20_1_18_4,9509
D11B213B,B73,1,2,11,13,Base,57,V10+,young,B73_13_11,58,>9,DGDG_38_5_20_1_18_4,4259
D11C213B,CML312,1,2,11,13,Base,57,V10+,young,CML312_13_11,58,>9,DGDG_38_5_20_1_18_4,4483
D11B213C,B73,1,2,11,13,Center,57,V10+,young,B73_13_11,58,>9,DGDG_38_5_20_1_18_4,6069
D11C213C,CML312,1,2,11,13,Center,57,V10+,young,CML312_13_11,58,>9,DGDG_38_5_20_1_18_4,7771
D11B213T,B73,1,2,11,13,Tip,57,V10+,young,B73_13_11,58,>9,DGDG_38_5_20_1_18_4,7584
D11C213T,CML312,1,2,11,13,Tip,57,V10+,young,CML312_13_11,58,>9,DGDG_38_5_20_1_18_4,4346
D12C213A,CML312,2,2,11,13,Along,49,V10+,young,CML312_13_11,50,>9,DGDG_38_5_20_1_18_4,7618
D12B14A,B73,2,1,10,4,Along,49,V10+,adult,B73_4_10,50,>9,DGDG_38_5_20_1_18_4,6428
D12C14A,CML312,2,1,10,4,Along,49,V10+,adult,CML312_4_10,50,>9,DGDG_38_5_20_1_18_4,1378
D12C15A,CML312,2,1,10,5,Along,49,V10+,adult,CML312_5_10,50,>9,DGDG_38_5_20_1_18_4,5296
D12C17A,CML312,2,1,10,7,Along,49,V10+,adult,CML312_7_10,50,>9,DGDG_38_5_20_1_18_4,6254
D12C19A,CML312,2,1,10,9,Along,49,V10+,adult,CML312_9_10,50,>9,DGDG_38_5_20_1_18_4,7128
D12C111A,CML312,2,1,10,11,Along,49,V10+,young,CML312_11_10,50,>9,DGDG_38_5_20_1_18_4,1202
D12C113A,CML312,2,1,10,13,Along,49,V10+,young,CML312_13_10,50,>9,DGDG_38_5_20_1_18_4,6886
D12B24A,B73,2,2,9,4,Along,49,V7-V9,adult,B73_4_9,50,7-9,DGDG_38_5_20_1_18_4,2776
D12B15A,B73,2,1,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,DGDG_38_5_20_1_18_4,4980
D12B25A,B73,2,2,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,DGDG_38_5_20_1_18_4,5206
D12B27A,B73,2,2,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,DGDG_38_5_20_1_18_4,8695
D12B17A,B73,2,1,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,DGDG_38_5_20_1_18_4,9013
D12B19A,B73,2,1,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,DGDG_38_5_20_1_18_4,11524
D12B29A,B73,2,2,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,DGDG_38_5_20_1_18_4,10539
D12B111A,B73,2,1,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,DGDG_38_5_20_1_18_4,5806
D12B211A,B73,2,2,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,DGDG_38_5_20_1_18_4,7411
D12B113A,B73,2,1,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,DGDG_38_5_20_1_18_4,4535
D12B213A,B73,2,2,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,DGDG_38_5_20_1_18_4,4376
D12P14A,PT,2,1,8,4,Along,49,V7-V9,adult,PT_4_8,50,7-9,DGDG_38_5_20_1_18_4,9739
D13C14A,CML312,3,1,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,DGDG_38_5_20_1_18_4,1866
D13C24A,CML312,3,2,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,DGDG_38_5_20_1_18_4,4823
D13P14A,PT,3,1,8,4,Along,40,V7-V9,adult,PT_4_8,40,7-9,DGDG_38_5_20_1_18_4,5791
D12P15A,PT,2,1,8,5,Along,49,V7-V9,adult,PT_5_8,50,7-9,DGDG_38_5_20_1_18_4,12153
D13C25A,CML312,3,2,8,5,Along,40,V7-V9,adult,CML312_5_8,40,7-9,DGDG_38_5_20_1_18_4,4360
D13P15A,PT,3,1,8,5,Along,40,V7-V9,adult,PT_5_8,40,7-9,DGDG_38_5_20_1_18_4,2411
D12P17A,PT,2,1,8,7,Along,49,V7-V9,adult,PT_7_8,50,7-9,DGDG_38_5_20_1_18_4,18246
D13C17A,CML312,3,1,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,DGDG_38_5_20_1_18_4,7398
D13C27A,CML312,3,2,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,DGDG_38_5_20_1_18_4,6596
D13P17A,PT,3,1,8,7,Along,40,V7-V9,adult,PT_7_8,40,7-9,DGDG_38_5_20_1_18_4,9056
D12P19A,PT,2,1,8,9,Along,49,V7-V9,young,PT_9_8,50,7-9,DGDG_38_5_20_1_18_4,17955
D13C19A,CML312,3,1,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,DGDG_38_5_20_1_18_4,3004
D13C29A,CML312,3,2,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,DGDG_38_5_20_1_18_4,9083
D13P19A,PT,3,1,8,9,Along,40,V7-V9,young,PT_9_8,40,7-9,DGDG_38_5_20_1_18_4,13508
D12P111A,PT,2,1,8,11,Along,49,V7-V9,young,PT_11_8,50,7-9,DGDG_38_5_20_1_18_4,20566
D12P113A,PT,2,1,8,13,Along,49,V7-V9,young,PT_13_8,50,7-9,DGDG_38_5_20_1_18_4,9025
D13P24A,PT,3,2,7,4,Along,40,V7-V9,adult,PT_4_7,40,>9,DGDG_38_5_20_1_18_4,3281
D13P25A,PT,3,2,7,5,Along,40,V7-V9,adult,PT_5_7,40,>9,DGDG_38_5_20_1_18_4,15052
D13P27A,PT,3,2,7,7,Along,40,V7-V9,young,PT_7_7,40,>9,DGDG_38_5_20_1_18_4,15677
D13P29A,PT,3,2,7,9,Along,40,V7-V9,young,PT_9_7,40,>9,DGDG_38_5_20_1_18_4,23553
D13B14A,B73,3,1,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,DGDG_38_5_20_1_18_4,4254
D13B24A,B73,3,2,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,DGDG_38_5_20_1_18_4,2074
D14C24A,CML312,4,2,6,4,Along,26,V6-,adult,CML312_4_6,28,4-6,DGDG_38_5_20_1_18_4,1736
D13B15A,B73,3,1,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,DGDG_38_5_20_1_18_4,8074
D13B25A,B73,3,2,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,DGDG_38_5_20_1_18_4,5775
D14C25A,CML312,4,2,6,5,Along,26,V6-,adult,CML312_5_6,28,4-6,DGDG_38_5_20_1_18_4,8482
D13B17A,B73,3,1,6,7,Along,40,V6-,young,B73_7_6,40,4-6,DGDG_38_5_20_1_18_4,4447
D13B27A,B73,3,2,6,7,Along,40,V6-,young,B73_7_6,40,4-6,DGDG_38_5_20_1_18_4,4454
D14C27A,CML312,4,2,6,7,Along,26,V6-,young,CML312_7_6,28,4-6,DGDG_38_5_20_1_18_4,6167
D14P24A,PT,4,2,5,4,Along,27,V6-,adult,PT_4_5,28,4-6,DGDG_38_5_20_1_18_4,11367
D14C14A,CML312,4,1,5,4,Along,26,V6-,adult,CML312_4_5,28,4-6,DGDG_38_5_20_1_18_4,6446
D14C15A,CML312,4,1,5,5,Along,26,V6-,young,CML312_5_5,28,4-6,DGDG_38_5_20_1_18_4,8692
D14P25A,PT,4,2,5,5,Along,27,V6-,young,PT_5_5,28,4-6,DGDG_38_5_20_1_18_4,10624
D14P27A,PT,4,2,5,7,Along,27,V6-,young,PT_7_5,28,4-6,DGDG_38_5_20_1_18_4,8811
D14C17A,CML312,4,1,5,7,Along,26,V6-,young,CML312_7_5,28,4-6,DGDG_38_5_20_1_18_4,4931
D14B14A,B73,4,1,4,4,Along,27,V6-,young,B73_4_4,28,4-6,DGDG_38_5_20_1_18_4,12832
D14B24A,B73,4,2,4,4,Along,28,V6-,young,B73_4_4,28,4-6,DGDG_38_5_20_1_18_4,12479
D14P14A,PT,4,1,4,4,Along,28,V6-,young,PT_4_4,28,4-6,DGDG_38_5_20_1_18_4,14054
D14B15A,B73,4,1,4,5,Along,27,V6-,young,B73_5_4,28,4-6,DGDG_38_5_20_1_18_4,3265
D14B25A,B73,4,2,4,5,Along,28,V6-,young,B73_5_4,28,4-6,DGDG_38_5_20_1_18_4,6573
D14P15A,PT,4,1,4,5,Along,28,V6-,young,PT_5_4,28,4-6,DGDG_38_5_20_1_18_4,17626
D11C15B,CML312,1,1,14,5,Base,57,V10+,adult,CML312_5_14,58,>9,DGDG_38_6_18_3_20_3,24376
D11C15C,CML312,1,1,14,5,Center,57,V10+,adult,CML312_5_14,58,>9,DGDG_38_6_18_3_20_3,32168
D11C15T,CML312,1,1,14,5,Tip,57,V10+,adult,CML312_5_14,58,>9,DGDG_38_6_18_3_20_3,16870
D11C17B,CML312,1,1,14,7,Base,57,V10+,adult,CML312_7_14,58,>9,DGDG_38_6_18_3_20_3,41654
D11P17B,PT,1,1,14,7,Base,57,V10+,adult,PT_7_14,58,>9,DGDG_38_6_18_3_20_3,23906
D11P27B,PT,1,2,14,7,Base,57,V10+,adult,PT_7_14,58,>9,DGDG_38_6_18_3_20_3,28457
D11P17C,PT,1,1,14,7,Center,57,V10+,adult,PT_7_14,58,>9,DGDG_38_6_18_3_20_3,42773
D11P27C,PT,1,2,14,7,Center,57,V10+,adult,PT_7_14,58,>9,DGDG_38_6_18_3_20_3,26722
D11C17C,CML312,1,1,14,7,Center,57,V10+,adult,CML312_7_14,58,>9,DGDG_38_6_18_3_20_3,27693
D11C17T,CML312,1,1,14,7,Tip,57,V10+,adult,CML312_7_14,58,>9,DGDG_38_6_18_3_20_3,40241
D11P17T,PT,1,1,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,DGDG_38_6_18_3_20_3,39799
D11P27T,PT,1,2,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,DGDG_38_6_18_3_20_3,31996
D11C19B,CML312,1,1,14,9,Base,57,V10+,adult,CML312_9_14,58,>9,DGDG_38_6_18_3_20_3,26006
D11P19B,PT,1,1,14,9,Base,57,V10+,adult,PT_9_14,58,>9,DGDG_38_6_18_3_20_3,51570
D11P29B,PT,1,2,14,9,Base,57,V10+,adult,PT_9_14,58,>9,DGDG_38_6_18_3_20_3,72028
D11P19C,PT,1,1,14,9,Center,57,V10+,adult,PT_9_14,58,>9,DGDG_38_6_18_3_20_3,53831
D11P29C,PT,1,2,14,9,Center,57,V10+,adult,PT_9_14,58,>9,DGDG_38_6_18_3_20_3,67489
D11C19C,CML312,1,1,14,9,Center,57,V10+,adult,CML312_9_14,58,>9,DGDG_38_6_18_3_20_3,33740
D11C19T,CML312,1,1,14,9,Tip,57,V10+,adult,CML312_9_14,58,>9,DGDG_38_6_18_3_20_3,27843
D11P19T,PT,1,1,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,DGDG_38_6_18_3_20_3,51378
D11P29T,PT,1,2,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,DGDG_38_6_18_3_20_3,49073
D11C111B,CML312,1,1,14,11,Base,57,V10+,adult,CML312_11_14,58,>9,DGDG_38_6_18_3_20_3,40630
D11P111B,PT,1,1,14,11,Base,57,V10+,adult,PT_11_14,58,>9,DGDG_38_6_18_3_20_3,47652
D11P211B,PT,1,2,14,11,Base,57,V10+,adult,PT_11_14,58,>9,DGDG_38_6_18_3_20_3,72598
D11P111C,PT,1,1,14,11,Center,57,V10+,adult,PT_11_14,58,>9,DGDG_38_6_18_3_20_3,68874
D11P211C,PT,1,2,14,11,Center,57,V10+,adult,PT_11_14,58,>9,DGDG_38_6_18_3_20_3,59167
D11C111C,CML312,1,1,14,11,Center,57,V10+,adult,CML312_11_14,58,>9,DGDG_38_6_18_3_20_3,41461
D11P111T,PT,1,1,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,DGDG_38_6_18_3_20_3,55581
D11P211T,PT,1,2,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,DGDG_38_6_18_3_20_3,103645
D11C111T,CML312,1,1,14,11,Tip,57,V10+,adult,CML312_11_14,58,>9,DGDG_38_6_18_3_20_3,49121
D11C113B,CML312,1,1,14,13,Base,57,V10+,adult,CML312_13_14,58,>9,DGDG_38_6_18_3_20_3,34418
D11P113B,PT,1,1,14,13,Base,57,V10+,adult,PT_13_14,58,>9,DGDG_38_6_18_3_20_3,67525
D11P213B,PT,1,2,14,13,Base,57,V10+,adult,PT_13_14,58,>9,DGDG_38_6_18_3_20_3,65889
D11C113C,CML312,1,1,14,13,Center,57,V10+,adult,CML312_13_14,58,>9,DGDG_38_6_18_3_20_3,51203
D11P113C,PT,1,1,14,13,Center,57,V10+,adult,PT_13_14,58,>9,DGDG_38_6_18_3_20_3,57845
D11P213C,PT,1,2,14,13,Center,57,V10+,adult,PT_13_14,58,>9,DGDG_38_6_18_3_20_3,60141
D11P113T,PT,1,1,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,DGDG_38_6_18_3_20_3,71807
D11P213T,PT,1,2,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,DGDG_38_6_18_3_20_3,61072
D11C113T,CML312,1,1,14,13,Tip,57,V10+,adult,CML312_13_14,58,>9,DGDG_38_6_18_3_20_3,44063
D12P24A,PT,2,2,12,4,Along,49,V10+,adult,PT_4_12,50,>9,DGDG_38_6_18_3_20_3,37559
D11B15B,B73,1,1,12,5,Base,57,V10+,adult,B73_5_12,58,>9,DGDG_38_6_18_3_20_3,22317
D11B15C,B73,1,1,12,5,Center,57,V10+,adult,B73_5_12,58,>9,DGDG_38_6_18_3_20_3,33881
D11B15T,B73,1,1,12,5,Tip,57,V10+,adult,B73_5_12,58,>9,DGDG_38_6_18_3_20_3,29625
D12P25A,PT,2,2,12,5,Along,49,V10+,adult,PT_5_12,50,>9,DGDG_38_6_18_3_20_3,27135
D11B17B,B73,1,1,12,7,Base,57,V10+,adult,B73_7_12,58,>9,DGDG_38_6_18_3_20_3,32151
D11B17C,B73,1,1,12,7,Center,57,V10+,adult,B73_7_12,58,>9,DGDG_38_6_18_3_20_3,36684
D11B17T,B73,1,1,12,7,Tip,57,V10+,adult,B73_7_12,58,>9,DGDG_38_6_18_3_20_3,30085
D12P27A,PT,2,2,12,7,Along,49,V10+,adult,PT_7_12,50,>9,DGDG_38_6_18_3_20_3,37189
D11B19B,B73,1,1,12,9,Base,57,V10+,adult,B73_9_12,58,>9,DGDG_38_6_18_3_20_3,31915
D11B19C,B73,1,1,12,9,Center,57,V10+,adult,B73_9_12,58,>9,DGDG_38_6_18_3_20_3,56165
D11B19T,B73,1,1,12,9,Tip,57,V10+,adult,B73_9_12,58,>9,DGDG_38_6_18_3_20_3,46163
D12P29A,PT,2,2,12,9,Along,49,V10+,adult,PT_9_12,50,>9,DGDG_38_6_18_3_20_3,56413
D11B111B,B73,1,1,12,11,Base,57,V10+,adult,B73_11_12,58,>9,DGDG_38_6_18_3_20_3,29751
D11B111C,B73,1,1,12,11,Center,57,V10+,adult,B73_11_12,58,>9,DGDG_38_6_18_3_20_3,39080
D11B111T,B73,1,1,12,11,Tip,57,V10+,adult,B73_11_12,58,>9,DGDG_38_6_18_3_20_3,30422
D12P211A,PT,2,2,12,11,Along,49,V10+,adult,PT_11_12,50,>9,DGDG_38_6_18_3_20_3,52457
D11B113B,B73,1,1,12,13,Base,57,V10+,young,B73_13_12,58,>9,DGDG_38_6_18_3_20_3,8771
D11B113C,B73,1,1,12,13,Center,57,V10+,young,B73_13_12,58,>9,DGDG_38_6_18_3_20_3,30349
D11B113T,B73,1,1,12,13,Tip,57,V10+,young,B73_13_12,58,>9,DGDG_38_6_18_3_20_3,38330
D12C24A,CML312,2,2,11,4,Along,49,V10+,adult,CML312_4_11,50,>9,DGDG_38_6_18_3_20_3,47344
D11B25C,B73,1,2,11,5,Center,57,V10+,adult,B73_5_11,58,>9,DGDG_38_6_18_3_20_3,30198
D12C25A,CML312,2,2,11,5,Along,49,V10+,adult,CML312_5_11,50,>9,DGDG_38_6_18_3_20_3,77313
D11B27B,B73,1,2,11,7,Base,57,V10+,adult,B73_7_11,58,>9,DGDG_38_6_18_3_20_3,31788
D11C27B,CML312,1,2,11,7,Base,57,V10+,adult,CML312_7_11,58,>9,DGDG_38_6_18_3_20_3,22840
D11B27C,B73,1,2,11,7,Center,57,V10+,adult,B73_7_11,58,>9,DGDG_38_6_18_3_20_3,46925
D11C27C,CML312,1,2,11,7,Center,57,V10+,adult,CML312_7_11,58,>9,DGDG_38_6_18_3_20_3,26423
D11B27T,B73,1,2,11,7,Tip,57,V10+,adult,B73_7_11,58,>9,DGDG_38_6_18_3_20_3,28054
D11C27T,CML312,1,2,11,7,Tip,57,V10+,adult,CML312_7_11,58,>9,DGDG_38_6_18_3_20_3,18725
D12C27A,CML312,2,2,11,7,Along,49,V10+,adult,CML312_7_11,50,>9,DGDG_38_6_18_3_20_3,44961
D11B29B,B73,1,2,11,9,Base,57,V10+,adult,B73_9_11,58,>9,DGDG_38_6_18_3_20_3,31417
D11C29B,CML312,1,2,11,9,Base,57,V10+,adult,CML312_9_11,58,>9,DGDG_38_6_18_3_20_3,38770
D11B29C,B73,1,2,11,9,Center,57,V10+,adult,B73_9_11,58,>9,DGDG_38_6_18_3_20_3,39417
D11C29C,CML312,1,2,11,9,Center,57,V10+,adult,CML312_9_11,58,>9,DGDG_38_6_18_3_20_3,46346
D11B29T,B73,1,2,11,9,Tip,57,V10+,adult,B73_9_11,58,>9,DGDG_38_6_18_3_20_3,49531
D11C29T,CML312,1,2,11,9,Tip,57,V10+,adult,CML312_9_11,58,>9,DGDG_38_6_18_3_20_3,17803
D12C29A,CML312,2,2,11,9,Along,49,V10+,adult,CML312_9_11,50,>9,DGDG_38_6_18_3_20_3,41223
D11B211B,B73,1,2,11,11,Base,57,V10+,young,B73_11_11,58,>9,DGDG_38_6_18_3_20_3,21951
D11C211B,CML312,1,2,11,11,Base,57,V10+,young,CML312_11_11,58,>9,DGDG_38_6_18_3_20_3,34271
D11B211C,B73,1,2,11,11,Center,57,V10+,young,B73_11_11,58,>9,DGDG_38_6_18_3_20_3,28696
D11C211C,CML312,1,2,11,11,Center,57,V10+,young,CML312_11_11,58,>9,DGDG_38_6_18_3_20_3,52881
D11B211T,B73,1,2,11,11,Tip,57,V10+,young,B73_11_11,58,>9,DGDG_38_6_18_3_20_3,38302
D11C211T,CML312,1,2,11,11,Tip,57,V10+,young,CML312_11_11,58,>9,DGDG_38_6_18_3_20_3,62570
D12C211A,CML312,2,2,11,11,Along,49,V10+,young,CML312_11_11,50,>9,DGDG_38_6_18_3_20_3,74078
D11B213B,B73,1,2,11,13,Base,57,V10+,young,B73_13_11,58,>9,DGDG_38_6_18_3_20_3,11569
D11C213B,CML312,1,2,11,13,Base,57,V10+,young,CML312_13_11,58,>9,DGDG_38_6_18_3_20_3,8893
D11B213C,B73,1,2,11,13,Center,57,V10+,young,B73_13_11,58,>9,DGDG_38_6_18_3_20_3,28341
D11C213C,CML312,1,2,11,13,Center,57,V10+,young,CML312_13_11,58,>9,DGDG_38_6_18_3_20_3,40890
D11B213T,B73,1,2,11,13,Tip,57,V10+,young,B73_13_11,58,>9,DGDG_38_6_18_3_20_3,31190
D11C213T,CML312,1,2,11,13,Tip,57,V10+,young,CML312_13_11,58,>9,DGDG_38_6_18_3_20_3,37280
