sample_id,genotype,block_number,replica_number,dev_stage,leaf_number,leaf_zone,dag,common_dev_stage,common_leaf_age,tissue_designation,developmental_stage_dap,dev_group,metabolite,intensity
D11P111B,PT,1,1,14,11,Base,57,V10+,adult,PT_11_14,58,>9,TG_49_1,2865
D11P211B,PT,1,2,14,11,Base,57,V10+,adult,PT_11_14,58,>9,TG_49_1,2869
D11P111C,PT,1,1,14,11,Center,57,V10+,adult,PT_11_14,58,>9,TG_49_1,4378
D11P211C,PT,1,2,14,11,Center,57,V10+,adult,PT_11_14,58,>9,TG_49_1,6045
D11C111C,CML312,1,1,14,11,Center,57,V10+,adult,CML312_11_14,58,>9,TG_49_1,9352
D11P111T,PT,1,1,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,TG_49_1,11831
D11P211T,PT,1,2,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,TG_49_1,2001
D11C111T,CML312,1,1,14,11,Tip,57,V10+,adult,CML312_11_14,58,>9,TG_49_1,1869
D11C113B,CML312,1,1,14,13,Base,57,V10+,adult,CML312_13_14,58,>9,TG_49_1,7703
D11P113B,PT,1,1,14,13,Base,57,V10+,adult,PT_13_14,58,>9,TG_49_1,2941
D11P213B,PT,1,2,14,13,Base,57,V10+,adult,PT_13_14,58,>9,TG_49_1,2403
D11C113C,CML312,1,1,14,13,Center,57,V10+,adult,CML312_13_14,58,>9,TG_49_1,4793
D11P113C,PT,1,1,14,13,Center,57,V10+,adult,PT_13_14,58,>9,TG_49_1,2252
D11P213C,PT,1,2,14,13,Center,57,V10+,adult,PT_13_14,58,>9,TG_49_1,1549
D11P113T,PT,1,1,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,TG_49_1,3459
D11P213T,PT,1,2,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,TG_49_1,11605
D11C113T,CML312,1,1,14,13,Tip,57,V10+,adult,CML312_13_14,58,>9,TG_49_1,9018
D12P24A,PT,2,2,12,4,Along,49,V10+,adult,PT_4_12,50,>9,TG_49_1,9609
D11B15B,B73,1,1,12,5,Base,57,V10+,adult,B73_5_12,58,>9,TG_49_1,9217
D11B15C,B73,1,1,12,5,Center,57,V10+,adult,B73_5_12,58,>9,TG_49_1,5950
D11B15T,B73,1,1,12,5,Tip,57,V10+,adult,B73_5_12,58,>9,TG_49_1,5539
D12P25A,PT,2,2,12,5,Along,49,V10+,adult,PT_5_12,50,>9,TG_49_1,29229
D11B17B,B73,1,1,12,7,Base,57,V10+,adult,B73_7_12,58,>9,TG_49_1,3669
D11B17C,B73,1,1,12,7,Center,57,V10+,adult,B73_7_12,58,>9,TG_49_1,3141
D11B17T,B73,1,1,12,7,Tip,57,V10+,adult,B73_7_12,58,>9,TG_49_1,3971
D12P27A,PT,2,2,12,7,Along,49,V10+,adult,PT_7_12,50,>9,TG_49_1,7583
D11B19B,B73,1,1,12,9,Base,57,V10+,adult,B73_9_12,58,>9,TG_49_1,2827
D11B19C,B73,1,1,12,9,Center,57,V10+,adult,B73_9_12,58,>9,TG_49_1,1810
D11B19T,B73,1,1,12,9,Tip,57,V10+,adult,B73_9_12,58,>9,TG_49_1,3518
D12P29A,PT,2,2,12,9,Along,49,V10+,adult,PT_9_12,50,>9,TG_49_1,3446
D11B111B,B73,1,1,12,11,Base,57,V10+,adult,B73_11_12,58,>9,TG_49_1,8013
D11B111C,B73,1,1,12,11,Center,57,V10+,adult,B73_11_12,58,>9,TG_49_1,2159
D11B111T,B73,1,1,12,11,Tip,57,V10+,adult,B73_11_12,58,>9,TG_49_1,5485
D12P211A,PT,2,2,12,11,Along,49,V10+,adult,PT_11_12,50,>9,TG_49_1,5931
D11B113B,B73,1,1,12,13,Base,57,V10+,young,B73_13_12,58,>9,TG_49_1,3557
D11B113C,B73,1,1,12,13,Center,57,V10+,young,B73_13_12,58,>9,TG_49_1,4200
D11B113T,B73,1,1,12,13,Tip,57,V10+,young,B73_13_12,58,>9,TG_49_1,4680
D12C24A,CML312,2,2,11,4,Along,49,V10+,adult,CML312_4_11,50,>9,TG_49_1,8054
D11B25C,B73,1,2,11,5,Center,57,V10+,adult,B73_5_11,58,>9,TG_49_1,14178
D12C25A,CML312,2,2,11,5,Along,49,V10+,adult,CML312_5_11,50,>9,TG_49_1,21520
D11B27B,B73,1,2,11,7,Base,57,V10+,adult,B73_7_11,58,>9,TG_49_1,7294
D11C27B,CML312,1,2,11,7,Base,57,V10+,adult,CML312_7_11,58,>9,TG_49_1,7346
D11B27C,B73,1,2,11,7,Center,57,V10+,adult,B73_7_11,58,>9,TG_49_1,6200
D11C27C,CML312,1,2,11,7,Center,57,V10+,adult,CML312_7_11,58,>9,TG_49_1,4191
D11B27T,B73,1,2,11,7,Tip,57,V10+,adult,B73_7_11,58,>9,TG_49_1,6438
D11C27T,CML312,1,2,11,7,Tip,57,V10+,adult,CML312_7_11,58,>9,TG_49_1,6543
D12C27A,CML312,2,2,11,7,Along,49,V10+,adult,CML312_7_11,50,>9,TG_49_1,2053
D11B29B,B73,1,2,11,9,Base,57,V10+,adult,B73_9_11,58,>9,TG_49_1,2425
D11C29B,CML312,1,2,11,9,Base,57,V10+,adult,CML312_9_11,58,>9,TG_49_1,3594
D11B29C,B73,1,2,11,9,Center,57,V10+,adult,B73_9_11,58,>9,TG_49_1,6414
D11C29C,CML312,1,2,11,9,Center,57,V10+,adult,CML312_9_11,58,>9,TG_49_1,3847
D11B29T,B73,1,2,11,9,Tip,57,V10+,adult,B73_9_11,58,>9,TG_49_1,4515
D11C29T,CML312,1,2,11,9,Tip,57,V10+,adult,CML312_9_11,58,>9,TG_49_1,2974
D12C29A,CML312,2,2,11,9,Along,49,V10+,adult,CML312_9_11,50,>9,TG_49_1,21779
D11B211B,B73,1,2,11,11,Base,57,V10+,young,B73_11_11,58,>9,TG_49_1,3773
D11C211B,CML312,1,2,11,11,Base,57,V10+,young,CML312_11_11,58,>9,TG_49_1,3822
D11B211C,B73,1,2,11,11,Center,57,V10+,young,B73_11_11,58,>9,TG_49_1,3983
D11C211C,CML312,1,2,11,11,Center,57,V10+,young,CML312_11_11,58,>9,TG_49_1,4108
D11B211T,B73,1,2,11,11,Tip,57,V10+,young,B73_11_11,58,>9,TG_49_1,7425
D11C211T,CML312,1,2,11,11,Tip,57,V10+,young,CML312_11_11,58,>9,TG_49_1,4443
D12C211A,CML312,2,2,11,11,Along,49,V10+,young,CML312_11_11,50,>9,TG_49_1,4709
D11B213B,B73,1,2,11,13,Base,57,V10+,young,B73_13_11,58,>9,TG_49_1,8196
D11C213B,CML312,1,2,11,13,Base,57,V10+,young,CML312_13_11,58,>9,TG_49_1,10255
D11B213C,B73,1,2,11,13,Center,57,V10+,young,B73_13_11,58,>9,TG_49_1,2393
D11C213C,CML312,1,2,11,13,Center,57,V10+,young,CML312_13_11,58,>9,TG_49_1,4318
D11B213T,B73,1,2,11,13,Tip,57,V10+,young,B73_13_11,58,>9,TG_49_1,3669
D11C213T,CML312,1,2,11,13,Tip,57,V10+,young,CML312_13_11,58,>9,TG_49_1,5511
D12C213A,CML312,2,2,11,13,Along,49,V10+,young,CML312_13_11,50,>9,TG_49_1,4568
D12B14A,B73,2,1,10,4,Along,49,V10+,adult,B73_4_10,50,>9,TG_49_1,6082
D12C14A,CML312,2,1,10,4,Along,49,V10+,adult,CML312_4_10,50,>9,TG_49_1,6780
D12C15A,CML312,2,1,10,5,Along,49,V10+,adult,CML312_5_10,50,>9,TG_49_1,3450
D12C17A,CML312,2,1,10,7,Along,49,V10+,adult,CML312_7_10,50,>9,TG_49_1,2168
D12C19A,CML312,2,1,10,9,Along,49,V10+,adult,CML312_9_10,50,>9,TG_49_1,9559
D12C111A,CML312,2,1,10,11,Along,49,V10+,young,CML312_11_10,50,>9,TG_49_1,2103
D12C113A,CML312,2,1,10,13,Along,49,V10+,young,CML312_13_10,50,>9,TG_49_1,3651
D12B24A,B73,2,2,9,4,Along,49,V7-V9,adult,B73_4_9,50,7-9,TG_49_1,7394
D12B15A,B73,2,1,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,TG_49_1,7792
D12B25A,B73,2,2,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,TG_49_1,5682
D12B27A,B73,2,2,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,TG_49_1,6134
D12B17A,B73,2,1,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,TG_49_1,4770
D12B19A,B73,2,1,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,TG_49_1,4272
D12B29A,B73,2,2,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,TG_49_1,7125
D12B111A,B73,2,1,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,TG_49_1,3225
D12B211A,B73,2,2,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,TG_49_1,3451
D12B113A,B73,2,1,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,TG_49_1,3142
D12B213A,B73,2,2,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,TG_49_1,4323
D12P14A,PT,2,1,8,4,Along,49,V7-V9,adult,PT_4_8,50,7-9,TG_49_1,64457
D13C14A,CML312,3,1,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,TG_49_1,8359
D13C24A,CML312,3,2,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,TG_49_1,16313
D13P14A,PT,3,1,8,4,Along,40,V7-V9,adult,PT_4_8,40,7-9,TG_49_1,6035
D12P15A,PT,2,1,8,5,Along,49,V7-V9,adult,PT_5_8,50,7-9,TG_49_1,20559
D13C25A,CML312,3,2,8,5,Along,40,V7-V9,adult,CML312_5_8,40,7-9,TG_49_1,4779
D13P15A,PT,3,1,8,5,Along,40,V7-V9,adult,PT_5_8,40,7-9,TG_49_1,13897
D12P17A,PT,2,1,8,7,Along,49,V7-V9,adult,PT_7_8,50,7-9,TG_49_1,7178
D13C17A,CML312,3,1,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,TG_49_1,4313
D13C27A,CML312,3,2,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,TG_49_1,4149
D13P17A,PT,3,1,8,7,Along,40,V7-V9,adult,PT_7_8,40,7-9,TG_49_1,8129
D12P19A,PT,2,1,8,9,Along,49,V7-V9,young,PT_9_8,50,7-9,TG_49_1,11439
D13C19A,CML312,3,1,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,TG_49_1,4998
D13C29A,CML312,3,2,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,TG_49_1,8815
D13P19A,PT,3,1,8,9,Along,40,V7-V9,young,PT_9_8,40,7-9,TG_49_1,3755
D12P111A,PT,2,1,8,11,Along,49,V7-V9,young,PT_11_8,50,7-9,TG_49_1,2942
D12P113A,PT,2,1,8,13,Along,49,V7-V9,young,PT_13_8,50,7-9,TG_49_1,7944
D13P24A,PT,3,2,7,4,Along,40,V7-V9,adult,PT_4_7,40,>9,TG_49_1,19893
D13P25A,PT,3,2,7,5,Along,40,V7-V9,adult,PT_5_7,40,>9,TG_49_1,11356
D13P27A,PT,3,2,7,7,Along,40,V7-V9,young,PT_7_7,40,>9,TG_49_1,31339
D13P29A,PT,3,2,7,9,Along,40,V7-V9,young,PT_9_7,40,>9,TG_49_1,8107
D13B14A,B73,3,1,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,TG_49_1,10820
D13B24A,B73,3,2,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,TG_49_1,13635
D14C24A,CML312,4,2,6,4,Along,26,V6-,adult,CML312_4_6,28,4-6,TG_49_1,8231
D13B15A,B73,3,1,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,TG_49_1,13975
D13B25A,B73,3,2,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,TG_49_1,10109
D14C25A,CML312,4,2,6,5,Along,26,V6-,adult,CML312_5_6,28,4-6,TG_49_1,2326
D13B17A,B73,3,1,6,7,Along,40,V6-,young,B73_7_6,40,4-6,TG_49_1,4377
D13B27A,B73,3,2,6,7,Along,40,V6-,young,B73_7_6,40,4-6,TG_49_1,4327
D14C27A,CML312,4,2,6,7,Along,26,V6-,young,CML312_7_6,28,4-6,TG_49_1,2114
D14P24A,PT,4,2,5,4,Along,27,V6-,adult,PT_4_5,28,4-6,TG_49_1,16594
D14C14A,CML312,4,1,5,4,Along,26,V6-,adult,CML312_4_5,28,4-6,TG_49_1,6576
D14C15A,CML312,4,1,5,5,Along,26,V6-,young,CML312_5_5,28,4-6,TG_49_1,4570
D14P25A,PT,4,2,5,5,Along,27,V6-,young,PT_5_5,28,4-6,TG_49_1,3177
D14P27A,PT,4,2,5,7,Along,27,V6-,young,PT_7_5,28,4-6,TG_49_1,10420
D14C17A,CML312,4,1,5,7,Along,26,V6-,young,CML312_7_5,28,4-6,TG_49_1,3899
D14B14A,B73,4,1,4,4,Along,27,V6-,young,B73_4_4,28,4-6,TG_49_1,3838
D14B24A,B73,4,2,4,4,Along,28,V6-,young,B73_4_4,28,4-6,TG_49_1,4853
D14P14A,PT,4,1,4,4,Along,28,V6-,young,PT_4_4,28,4-6,TG_49_1,2510
D14B15A,B73,4,1,4,5,Along,27,V6-,young,B73_5_4,28,4-6,TG_49_1,5011
D14B25A,B73,4,2,4,5,Along,28,V6-,young,B73_5_4,28,4-6,TG_49_1,6877
D14P15A,PT,4,1,4,5,Along,28,V6-,young,PT_5_4,28,4-6,TG_49_1,3299
D11C15B,CML312,1,1,14,5,Base,57,V10+,adult,CML312_5_14,58,>9,TG_49_2,10667
D11C15C,CML312,1,1,14,5,Center,57,V10+,adult,CML312_5_14,58,>9,TG_49_2,9331
D11C15T,CML312,1,1,14,5,Tip,57,V10+,adult,CML312_5_14,58,>9,TG_49_2,9267
D11C17B,CML312,1,1,14,7,Base,57,V10+,adult,CML312_7_14,58,>9,TG_49_2,4814
D11P17B,PT,1,1,14,7,Base,57,V10+,adult,PT_7_14,58,>9,TG_49_2,7284
D11P27B,PT,1,2,14,7,Base,57,V10+,adult,PT_7_14,58,>9,TG_49_2,5432
D11P17C,PT,1,1,14,7,Center,57,V10+,adult,PT_7_14,58,>9,TG_49_2,8909
D11P27C,PT,1,2,14,7,Center,57,V10+,adult,PT_7_14,58,>9,TG_49_2,5380
D11C17C,CML312,1,1,14,7,Center,57,V10+,adult,CML312_7_14,58,>9,TG_49_2,5014
D11C17T,CML312,1,1,14,7,Tip,57,V10+,adult,CML312_7_14,58,>9,TG_49_2,5195
D11P17T,PT,1,1,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,TG_49_2,10065
D11P27T,PT,1,2,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,TG_49_2,4184
D11C19B,CML312,1,1,14,9,Base,57,V10+,adult,CML312_9_14,58,>9,TG_49_2,7636
D11P19B,PT,1,1,14,9,Base,57,V10+,adult,PT_9_14,58,>9,TG_49_2,3379
D11P29B,PT,1,2,14,9,Base,57,V10+,adult,PT_9_14,58,>9,TG_49_2,4223
D11P19C,PT,1,1,14,9,Center,57,V10+,adult,PT_9_14,58,>9,TG_49_2,8658
D11P29C,PT,1,2,14,9,Center,57,V10+,adult,PT_9_14,58,>9,TG_49_2,4633
D11C19C,CML312,1,1,14,9,Center,57,V10+,adult,CML312_9_14,58,>9,TG_49_2,4865
D11C19T,CML312,1,1,14,9,Tip,57,V10+,adult,CML312_9_14,58,>9,TG_49_2,8013
D11P19T,PT,1,1,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,TG_49_2,6399
D11P29T,PT,1,2,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,TG_49_2,3445
D11C111B,CML312,1,1,14,11,Base,57,V10+,adult,CML312_11_14,58,>9,TG_49_2,4726
D11P111B,PT,1,1,14,11,Base,57,V10+,adult,PT_11_14,58,>9,TG_49_2,2861
D11P211B,PT,1,2,14,11,Base,57,V10+,adult,PT_11_14,58,>9,TG_49_2,2135
D11P111C,PT,1,1,14,11,Center,57,V10+,adult,PT_11_14,58,>9,TG_49_2,9213
D11P211C,PT,1,2,14,11,Center,57,V10+,adult,PT_11_14,58,>9,TG_49_2,4369
D11C111C,CML312,1,1,14,11,Center,57,V10+,adult,CML312_11_14,58,>9,TG_49_2,5927
D11P111T,PT,1,1,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,TG_49_2,10768
D11P211T,PT,1,2,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,TG_49_2,5030
D11C111T,CML312,1,1,14,11,Tip,57,V10+,adult,CML312_11_14,58,>9,TG_49_2,4983
D11C113B,CML312,1,1,14,13,Base,57,V10+,adult,CML312_13_14,58,>9,TG_49_2,5723
D11P113B,PT,1,1,14,13,Base,57,V10+,adult,PT_13_14,58,>9,TG_49_2,1948
D11P213B,PT,1,2,14,13,Base,57,V10+,adult,PT_13_14,58,>9,TG_49_2,1293
D11C113C,CML312,1,1,14,13,Center,57,V10+,adult,CML312_13_14,58,>9,TG_49_2,4602
D11P113C,PT,1,1,14,13,Center,57,V10+,adult,PT_13_14,58,>9,TG_49_2,2773
D11P213C,PT,1,2,14,13,Center,57,V10+,adult,PT_13_14,58,>9,TG_49_2,2820
D11P113T,PT,1,1,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,TG_49_2,1801
D11P213T,PT,1,2,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,TG_49_2,6876
D11C113T,CML312,1,1,14,13,Tip,57,V10+,adult,CML312_13_14,58,>9,TG_49_2,9817
D12P24A,PT,2,2,12,4,Along,49,V10+,adult,PT_4_12,50,>9,TG_49_2,8137
D11B15B,B73,1,1,12,5,Base,57,V10+,adult,B73_5_12,58,>9,TG_49_2,6661
D11B15C,B73,1,1,12,5,Center,57,V10+,adult,B73_5_12,58,>9,TG_49_2,5955
D11B15T,B73,1,1,12,5,Tip,57,V10+,adult,B73_5_12,58,>9,TG_49_2,5216
D12P25A,PT,2,2,12,5,Along,49,V10+,adult,PT_5_12,50,>9,TG_49_2,8378
D11B17B,B73,1,1,12,7,Base,57,V10+,adult,B73_7_12,58,>9,TG_49_2,3775
D11B17C,B73,1,1,12,7,Center,57,V10+,adult,B73_7_12,58,>9,TG_49_2,4578
D11B17T,B73,1,1,12,7,Tip,57,V10+,adult,B73_7_12,58,>9,TG_49_2,6927
D12P27A,PT,2,2,12,7,Along,49,V10+,adult,PT_7_12,50,>9,TG_49_2,5819
D11B19B,B73,1,1,12,9,Base,57,V10+,adult,B73_9_12,58,>9,TG_49_2,1651
D11B19C,B73,1,1,12,9,Center,57,V10+,adult,B73_9_12,58,>9,TG_49_2,4001
D11B19T,B73,1,1,12,9,Tip,57,V10+,adult,B73_9_12,58,>9,TG_49_2,5219
D12P29A,PT,2,2,12,9,Along,49,V10+,adult,PT_9_12,50,>9,TG_49_2,5841
D11B111B,B73,1,1,12,11,Base,57,V10+,adult,B73_11_12,58,>9,TG_49_2,5540
D11B111C,B73,1,1,12,11,Center,57,V10+,adult,B73_11_12,58,>9,TG_49_2,1260
D11B111T,B73,1,1,12,11,Tip,57,V10+,adult,B73_11_12,58,>9,TG_49_2,2210
D12P211A,PT,2,2,12,11,Along,49,V10+,adult,PT_11_12,50,>9,TG_49_2,4074
D11B113B,B73,1,1,12,13,Base,57,V10+,young,B73_13_12,58,>9,TG_49_2,4093
D11B113C,B73,1,1,12,13,Center,57,V10+,young,B73_13_12,58,>9,TG_49_2,3848
D11B113T,B73,1,1,12,13,Tip,57,V10+,young,B73_13_12,58,>9,TG_49_2,3727
D12C24A,CML312,2,2,11,4,Along,49,V10+,adult,CML312_4_11,50,>9,TG_49_2,3461
D11B25C,B73,1,2,11,5,Center,57,V10+,adult,B73_5_11,58,>9,TG_49_2,9380
D12C25A,CML312,2,2,11,5,Along,49,V10+,adult,CML312_5_11,50,>9,TG_49_2,23421
D11B27B,B73,1,2,11,7,Base,57,V10+,adult,B73_7_11,58,>9,TG_49_2,5833
D11C27B,CML312,1,2,11,7,Base,57,V10+,adult,CML312_7_11,58,>9,TG_49_2,5685
D11B27C,B73,1,2,11,7,Center,57,V10+,adult,B73_7_11,58,>9,TG_49_2,4556
D11C27C,CML312,1,2,11,7,Center,57,V10+,adult,CML312_7_11,58,>9,TG_49_2,6427
D11B27T,B73,1,2,11,7,Tip,57,V10+,adult,B73_7_11,58,>9,TG_49_2,5312
D11C27T,CML312,1,2,11,7,Tip,57,V10+,adult,CML312_7_11,58,>9,TG_49_2,6343
D12C27A,CML312,2,2,11,7,Along,49,V10+,adult,CML312_7_11,50,>9,TG_49_2,5136
D11B29B,B73,1,2,11,9,Base,57,V10+,adult,B73_9_11,58,>9,TG_49_2,2656
D11C29B,CML312,1,2,11,9,Base,57,V10+,adult,CML312_9_11,58,>9,TG_49_2,3753
D11B29C,B73,1,2,11,9,Center,57,V10+,adult,B73_9_11,58,>9,TG_49_2,5724
D11C29C,CML312,1,2,11,9,Center,57,V10+,adult,CML312_9_11,58,>9,TG_49_2,4132
D11B29T,B73,1,2,11,9,Tip,57,V10+,adult,B73_9_11,58,>9,TG_49_2,4525
D11C29T,CML312,1,2,11,9,Tip,57,V10+,adult,CML312_9_11,58,>9,TG_49_2,4279
D12C29A,CML312,2,2,11,9,Along,49,V10+,adult,CML312_9_11,50,>9,TG_49_2,23574
D11B211B,B73,1,2,11,11,Base,57,V10+,young,B73_11_11,58,>9,TG_49_2,2381
D11C211B,CML312,1,2,11,11,Base,57,V10+,young,CML312_11_11,58,>9,TG_49_2,2517
D11B211C,B73,1,2,11,11,Center,57,V10+,young,B73_11_11,58,>9,TG_49_2,5504
D11C211C,CML312,1,2,11,11,Center,57,V10+,young,CML312_11_11,58,>9,TG_49_2,2761
D11B211T,B73,1,2,11,11,Tip,57,V10+,young,B73_11_11,58,>9,TG_49_2,4384
D11C211T,CML312,1,2,11,11,Tip,57,V10+,young,CML312_11_11,58,>9,TG_49_2,3543
D12C211A,CML312,2,2,11,11,Along,49,V10+,young,CML312_11_11,50,>9,TG_49_2,4249
D11B213B,B73,1,2,11,13,Base,57,V10+,young,B73_13_11,58,>9,TG_49_2,4125
D11C213B,CML312,1,2,11,13,Base,57,V10+,young,CML312_13_11,58,>9,TG_49_2,7346
D11B213C,B73,1,2,11,13,Center,57,V10+,young,B73_13_11,58,>9,TG_49_2,2211
D11C213C,CML312,1,2,11,13,Center,57,V10+,young,CML312_13_11,58,>9,TG_49_2,2504
D11B213T,B73,1,2,11,13,Tip,57,V10+,young,B73_13_11,58,>9,TG_49_2,2768
D11C213T,CML312,1,2,11,13,Tip,57,V10+,young,CML312_13_11,58,>9,TG_49_2,4064
D12C213A,CML312,2,2,11,13,Along,49,V10+,young,CML312_13_11,50,>9,TG_49_2,3235
D12B14A,B73,2,1,10,4,Along,49,V10+,adult,B73_4_10,50,>9,TG_49_2,7107
D12C14A,CML312,2,1,10,4,Along,49,V10+,adult,CML312_4_10,50,>9,TG_49_2,5983
D12C15A,CML312,2,1,10,5,Along,49,V10+,adult,CML312_5_10,50,>9,TG_49_2,3799
D12C17A,CML312,2,1,10,7,Along,49,V10+,adult,CML312_7_10,50,>9,TG_49_2,3513
D12C19A,CML312,2,1,10,9,Along,49,V10+,adult,CML312_9_10,50,>9,TG_49_2,4292
D12C111A,CML312,2,1,10,11,Along,49,V10+,young,CML312_11_10,50,>9,TG_49_2,4863
D12C113A,CML312,2,1,10,13,Along,49,V10+,young,CML312_13_10,50,>9,TG_49_2,2521
D12B24A,B73,2,2,9,4,Along,49,V7-V9,adult,B73_4_9,50,7-9,TG_49_2,6742
D12B15A,B73,2,1,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,TG_49_2,7485
D12B25A,B73,2,2,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,TG_49_2,6462
D12B27A,B73,2,2,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,TG_49_2,5946
D12B17A,B73,2,1,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,TG_49_2,5936
D12B19A,B73,2,1,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,TG_49_2,4442
D12B29A,B73,2,2,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,TG_49_2,5235
D12B111A,B73,2,1,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,TG_49_2,1704
D12B211A,B73,2,2,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,TG_49_2,4612
D12B113A,B73,2,1,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,TG_49_2,2899
D12B213A,B73,2,2,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,TG_49_2,2680
D12P14A,PT,2,1,8,4,Along,49,V7-V9,adult,PT_4_8,50,7-9,TG_49_2,41010
D13C14A,CML312,3,1,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,TG_49_2,7474
D13C24A,CML312,3,2,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,TG_49_2,5598
D13P14A,PT,3,1,8,4,Along,40,V7-V9,adult,PT_4_8,40,7-9,TG_49_2,5214
D12P15A,PT,2,1,8,5,Along,49,V7-V9,adult,PT_5_8,50,7-9,TG_49_2,7097
D13C25A,CML312,3,2,8,5,Along,40,V7-V9,adult,CML312_5_8,40,7-9,TG_49_2,5303
D13P15A,PT,3,1,8,5,Along,40,V7-V9,adult,PT_5_8,40,7-9,TG_49_2,10999
D12P17A,PT,2,1,8,7,Along,49,V7-V9,adult,PT_7_8,50,7-9,TG_49_2,6498
D13C17A,CML312,3,1,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,TG_49_2,4231
D13C27A,CML312,3,2,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,TG_49_2,3064
D13P17A,PT,3,1,8,7,Along,40,V7-V9,adult,PT_7_8,40,7-9,TG_49_2,8030
D12P19A,PT,2,1,8,9,Along,49,V7-V9,young,PT_9_8,50,7-9,TG_49_2,9941
D13C19A,CML312,3,1,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,TG_49_2,3676
D13C29A,CML312,3,2,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,TG_49_2,7012
D13P19A,PT,3,1,8,9,Along,40,V7-V9,young,PT_9_8,40,7-9,TG_49_2,3519
D12P111A,PT,2,1,8,11,Along,49,V7-V9,young,PT_11_8,50,7-9,TG_49_2,2920
D12P113A,PT,2,1,8,13,Along,49,V7-V9,young,PT_13_8,50,7-9,TG_49_2,5046
D13P24A,PT,3,2,7,4,Along,40,V7-V9,adult,PT_4_7,40,>9,TG_49_2,16949
D13P25A,PT,3,2,7,5,Along,40,V7-V9,adult,PT_5_7,40,>9,TG_49_2,9821
D13P27A,PT,3,2,7,7,Along,40,V7-V9,young,PT_7_7,40,>9,TG_49_2,32902
D13P29A,PT,3,2,7,9,Along,40,V7-V9,young,PT_9_7,40,>9,TG_49_2,6440
D13B14A,B73,3,1,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,TG_49_2,8450
D13B24A,B73,3,2,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,TG_49_2,10282
D14C24A,CML312,4,2,6,4,Along,26,V6-,adult,CML312_4_6,28,4-6,TG_49_2,4472
D13B15A,B73,3,1,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,TG_49_2,11431
D13B25A,B73,3,2,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,TG_49_2,9554
D14C25A,CML312,4,2,6,5,Along,26,V6-,adult,CML312_5_6,28,4-6,TG_49_2,2154
D13B17A,B73,3,1,6,7,Along,40,V6-,young,B73_7_6,40,4-6,TG_49_2,4007
D13B27A,B73,3,2,6,7,Along,40,V6-,young,B73_7_6,40,4-6,TG_49_2,5582
