id,block,planting_date,days_after_planting,genotype,replica,developmental_stage,leaf,zone,Acylcarnitine_12:1,Acylcarnitine 15:3,BMP_15:1_22:6,CE_20:3,CE_20:3,CE_20:3,CE_20:4,Cer_NS_d18:2_18:1,Cer_NS_d18:2_20:1,Ceramide_C17,Ceramide_C17,Ceramide_C17 ,Cholesterol,Cholesterol_d7,CSH_posESI _004,CSH_posESI_015,CSH_posESI_022,CSH_posESI_027,CSH_posESI_027,CSH_posESI_041,CSH_posESI _057,CSH_posESI _104,CSH_posESI _137,CSH_posESI _156,CSH_posESI _205,CSH_posESI _211,CSH_posESI _215,CSH_posESI _275,CSH_posESI _288,CSH_posESI _296,CUDA,DG_12:0_12:0_0:0,DG_12:0_12:0_0:0,DG_18:1_2:0_0:0,DG_18:1_2:0_0:0,DG_34:1,DG_34:1,DG_36:2,DG_36:3,DG_36:4,DG_16:0_18:2,DG_16:0_18:3,DG_16:1_18:3,DG_18:0_18:3,DG_18:2_18:2,DG_18:2_18:3,DG_18:3_18:3,DGDG_16:0_16:0,DGDG_16:0_16:1,DGDG_15:0_18:3,DGDG_16:0_18:0,DGDG_16:0_18:1,DGDG_16:0_18:2,DGDG_16:1_18:3,DGDG_16:1_18:3,DGDG_16:2_18:3,DGDG_17:0_18:2,DGDG_17:0_18:3,DGDG_17:2_18:3,DGDG_17:2_18:4,DGDG_18:0_18:1,DGDG_18:0_18:2,DGDG_18:0_18:3,DGDG_18:1_18:3,DGDG_18:3_18:3,DGDG_19:0_18:3,DGDG_19:1_18:3,DGDG_19:2_18:3,DGDG_20:0_18:2,DGDG_20:1_18:4,DGDG_18:3_20:3,DGDG_22:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:3,DGDG_25:0_18:2,DGDG_25:0_18:3,DGDG_26:0_18:2,DGDG_26:0_18:2,GlcCer_d40:1,GlcCer_NS_d18:2_16:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_20:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_24:1,LPC_16:0,LPC_17:0,LPC_18:0,LPC_18:1,LPC_18:2,LPC_18:3,LPC_20:1,LPC_20:5,LPE_17:1,LysoPC_16:1,LysoPC_18:1,LysoPC_18:2,LysoPE_18:2,LysoPE_18:3,MG_17:0_0:0_0:0,MG_17:0_0:0_0:0,MG_17:0_0:0_0:0,MGDG_16:0_18:1,MGDG_16:0_18:2,MGDG_16:0_18:3,MGDG_16:1_18:3,MGDG_16:1_18:3,MGDG_16:3_18:3,MGDG_17:0_18:3,MGDG_18:0_18:3,MGDG_18:1_18:2,MGDG_18:2_18:2,MGDG_18:2_18:4,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:4,MGDG_16:0_22:1,MGDG_20:2_18:3,MGDG_18:3_20:3,PC_16:0_9:0_CHO,PC_25:0,PC_30:0,PC_31:0,PC_32:0,PC_32:1 ,PC_32:2 ,PC_33:1 ,PC_33:2 ,PC_34:0 ,PC_34:1 ,PC_34:2 ,PC_34:2,PC_34:2,PC_34:4,PC_35:1 ,PC_35:2 ,PC_35:3 ,PC_36:1 ,PC_36:2 ,PC_36:2 ,PC_36:3 A ,PC_36:4_B ,PC_36:4_C,PC_36:4_C ,PC_36:5_B,PC_37:2 ,PC_37:3 ,PC_38:2 ,PC_38:3 ,PC_38:4_A ,PC_38:5_A,PC_40:6_B,PC_p36:4__PC_o36:5 ,PC_p38:2__PC_o38:3,PC_p38:4__PC_o38:5_B,PC_p42:3__PC_o42:4 ,PC_16:0_18:2,PC_16:0_18:3,PC_18:2_18:3,PC_18:2_18:3,PC_18:2_18:4,PC_18:3_18:3,PC_18:3_18:3,PC_18:2_20:2,PC_20:2_18:3,PC_16:1_26:2,PC_25:0_18:2,PC_24:1_19:2,PC_22:1_22:1,PE_17:0_17:0,PE_34:2,PE_p38:5__PE_o38:6,PE_16:0_18:1,PE_16:1_18:3,PE_18:0_18:2,PE_18:0_18:3,PE_18:2_18:3,PE_18:3_18:3,PE_22:3_16:4,PE_21:1_21:1,PE_26:0_16:3,PE_17:0_26:2,PE_22:1_22:1,PG_16:0_16:0,PG_16:0_16:1,PG_16:0_18:2,PG_16:0_18:3,PG_16:0_18:4,PG_16:1_18:3,PG_16:1_18:4,PG_18:3_18:3,PG_18:3_18:4,PlasmenylPC_P14:0_18:2,PlasmenylPC_P14:0_21:2,PlasmenylPC_P14:0_22:2,PS_24:0_18:2,SM_d34:1,SM_d35:1,SM_d36:1,SM_d40:1,SM_d17:3_20:4,SM_d17:3_22:7,SM_d16:3_23:6,SM_d16:1_24:3,SM_d16:2_24:2,SM_d16:1_24:4,Sphingosine_d17:1,SQDG_16:0_16:1,SQDG_15:0_18:3,SQDG_16:0_18:1,SQDG_16:0_18:3,SQDG_16:1_18:3,SQDG_17:0_18:3,SQDG_18:0_18:3,SQDG_18:2_18:3,SQDG_18:3_20:3,SQDG_16:0_16:0,SQDG_18:2_18:2,TG_14:0_14:0_14:0,TG_17:0_17:1_17:0,TG_17:0_17:1_17:0,TG_44:1,TG_46:0,TG_46:1,TG_46:1,TG_46:2,TG_46:2,TG_48:0,TG_48:0,TG_48:1,TG_48:1,TG_48:2,TG_48:2,TG_49:0,TG_49:1,TG_49:1,TG_49:2,TG_49:2,TG_49:3,TG_50:0,TG_50:2,TG_50:4,TG_50:4,TG_50:5,TG_51:2,TG_51:4,TG_52:0,TG_52:3,TG_52:3,TG_52:4,TG_52:4,TG_52:5,TG_52:5,TG_52:6,TG_53:1,TG_53:2,TG_54:3,TG_54:3,TG_54:4,TG_54:4,TG_54:5,TG_54:5,TG_54:5,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:8,TG_54:8,TG_56:3,TG_56:5,TG_56:6,TG_56:7,TG_58:6,TG_12:0_16:0_18:3,TG_12:1_12:1_22:1,TG_14:2_15:3_17:2,TG_14:0_16:0_18:3,TG_12:0_18:2_18:3,TG_12:0_18:3_18:3,TG_16:0_16:0_18:1,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_12:1_16:0_22:2,TG_16:0_16:0_18:3,TG_16:0_16:0_18:3,TG_15:0_18:2_18:3,TG_16:0_18:0_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:2,TG_16:0_18:1_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_16:0_20:5,TG_16:0_18:2_18:3,TG_16:0_18:2_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_16:5_16:5_21:4,TG_17:0_18:2_18:3,TG_18:0_18:0_18:1,TG_18:0_18:1_18:1,TG_18:1_18:1_18:2,TG_18:1_18:1_18:2,TG_18:1_18:2_18:2,TG_17:1_17:1_20:5,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_14:2_20:3_20:3,TG_18:2_18:3_18:3,TG_18:2_18:3_18:3,TG_18:3_18:3_18:3,TG_18:3_18:3_18:3,TG_16:0_18:1_21:1,TG_18:2_18:2_20:0,TG_18:2_18:3_20:0,TG_18:2_18:2_20:2,TG_18:2_18:3_20:2,TG_18:3_18:3_20:2,TG_19:5_19:5_20:4,TG_14:3_22:6_22:6,TG_21:1_22:7_22:7,TG_21:2_22:7_22:7
D11P28T,1,05/25/17,58,PT,2,13,8,tip,0,536,0,0,12034,14023,0,3051,6121,0,0,0,0,0,7142,114607,7962,12834,381174,61076,972,0,0,13967,0,0,1879,3638,5337,17416,99105,7628,0,0,0,0,0,6348,2473,1670,24498,50520,3509,7001,15639,93747,59344,72687,0,2929,7370,14488,239570,8556,9989,825,9210,43568,0,8049,6862,55402,1091378,105877,1613493,2495,2576,5347,3541,11188,43413,1278,7420,7829,7630,2407,1046,2508,11609,3182,10099,16199,57092,57215,24202,13494,14030,37135,656,5516,7480,162506,138426,0,637,0,0,7802,213347,684,531,0,0,0,4232,57559,479088,0,18640,0,45482,97142,22125,534012,41476,1954,21090,15442,239858,75498,20080,1167515,11174,5500,13909,8960,15271,1507,869,0,6021,9470,2059,12626,10115,53156,3621,376125,871455,84127,11307,23019,5849,46905,39890,72776,660458,463469,400897,0,14662,15029,16288,0,7587,15227,12078,2140,15064,4020,0,5611,6446,11099,2634,1211380,1207061,121564,60732,1220480,20193,13991,28848,11945,1477,0,2355,1519,478538,10767,71329,56310,10041,48005,131154,49222,3252,13300,13396,4258,0,139494,103700,423879,509954,728769,2494,1642,15420,2937,30448,7242,171737,0,0,0,2402,18098,0,10749,13939,13376,10076,2039,0,4731,459,3469,752636,2537,4008,120645,119292,911,210830,23491,2440,366,0,0,6269,0,4577,664,2413,1479,4366,1010,6401,794,4546,2858,745,3281,0,3406,0,12465,4650,925,890,1716,1915,0,13955,2261,3325,5792,37938,4383,101191,9638,555,920,0,3797,2007,1556,0,2337,995,5255,3429,1222,30947,10163,0,4919,164355,1109,278,4227,0,13855,523,106891,35808,1417,2368,4379,875,1869,1757,12565,1447,14420,976,1865,3010,0,1451,8452,3522,12622,5969,2086,38240,15694,93863,1752,10948,169301,4281,34495,2072,1682,3359,563,11074,22816,0,8438,141311,2524,914,25250,5941,18238,8919,0,2174,4241,3890,2104,0,745,0,0,0
D11P112B,1,05/25/17,58,PT,1,13,12,base,4152,27876,5501,0,9057,9690,0,7149,11348,0,0,0,5749,0,19664,92569,37481,163325,279198,17829,0,0,0,13794,0,3123,2428,2650,15337,12460,118094,7283,0,0,449,2011,0,5329,6155,7536,74718,40568,9151,2302,42627,175051,36053,186796,576,6853,7282,70165,430258,19279,6883,5074,13120,72781,10067,11686,10681,20072,547626,148703,1549757,2601,751,1470,3990,12077,60174,4595,8149,6475,711,2479,1392,4286,1516,0,25325,33476,100305,126555,49297,29390,28354,55922,1030,3155,8091,40006,8249,0,0,0,630,350,16594,2519,0,0,0,0,7357,109398,944076,6841,19226,25517,56942,43743,44831,731555,42893,739,17286,13706,30552,87846,19764,1416713,13981,12354,27749,18135,59192,790,743,0,3240,91537,10532,10464,12168,35726,4649,557057,1299211,71004,3542,17649,8456,83330,15427,32764,200024,126215,486289,12582,13777,0,6446,5176,9897,6919,19999,6761,18123,7970,7280,2221,8508,2009,19434,1261550,860171,25219,21271,116873,114927,30594,22932,8010,2019,0,8073,1958,350468,6740,30994,91322,2962,10623,32550,4556,8141,10856,4536,0,1337,127846,101890,197867,633669,1011877,3547,376,6553,3409,73572,12619,365287,82127,0,0,0,1275,0,20803,14535,9000,2016,3001,0,7360,4587,7509,992194,680,4383,50840,160928,270,450760,43824,1490,0,346,0,5369,671,1657,0,1751,1277,5299,1003,4269,662,3053,2299,0,2572,0,1992,0,10929,6055,1584,1440,1819,204,0,12172,4301,827,16000,100302,5681,23347,4776,0,853,0,5754,1685,3194,0,7227,0,27807,284,416,170437,6468,0,6179,145005,0,0,623,0,2182,488,36759,6846,1494,3083,1206,750,2146,1762,11412,1321,6561,1038,0,2571,0,997,8140,1473,24457,16289,2283,102140,17693,103369,0,5300,52389,2421,5400,2132,1160,2141,0,16927,51983,0,29284,371760,5039,1048,28134,7209,8684,3421,0,2015,3292,3784,3693,0,1038,1340,1613,2220
D11B110B,1,05/25/17,58,B73,1,11,10,base,18061,152871,397,0,5936,6298,0,9420,12052,0,0,0,4670,0,17671,88176,33662,9547,248863,29133,1713,0,0,19643,0,3921,2483,3214,4436,11535,121002,6721,0,0,0,0,0,5753,1069,6899,62388,27171,7089,1871,42002,147642,23411,261126,868,7512,10025,47080,526853,10385,6659,2929,23453,72635,7356,5802,9880,29529,482215,146267,1567075,2179,1049,3071,657,6262,26231,4159,15877,6704,3419,2991,1710,6870,1535,0,16771,44532,112032,134767,41982,29551,19521,33963,1112,2119,59242,1312972,216998,0,0,0,1544,25008,578961,12334,0,0,0,0,8908,117674,810829,1959,10873,12443,47400,19499,19931,521669,26135,555,12697,11453,169747,20482,11220,1292255,3746,1471,36303,14255,24112,5921,0,2783,0,26273,8587,9176,5252,40943,2623,196015,903838,76625,46106,10774,4364,82271,11257,15665,153980,92879,210892,2137,8796,3628,3088,5235,7517,5540,12418,4730,11203,633,9376,2067,10320,7233,18265,1174557,627469,17207,20187,69144,54502,26374,16440,5472,3274,0,6081,0,121497,6063,16532,24665,2349,6474,7202,1618,4420,3251,881,0,512,114957,68783,194393,494561,643209,770,481,3380,0,48277,15396,355955,23697,23387,0,7006,1124,0,12129,12694,11680,1290,3037,0,9078,6428,10197,1155513,2732,8546,47986,149793,2880,634238,54592,2964,0,0,0,10523,1878,5635,1311,5296,2119,6948,2913,12769,1741,8991,4196,1110,7498,0,5508,859,7487,4460,382,0,1797,1061,0,13230,4563,7542,10369,144911,9418,132703,5085,1583,1695,0,10821,3829,3865,0,9739,0,36897,1180,835,276025,9431,1452,10755,197227,1140,0,822,0,4090,0,43392,5499,4027,2750,2179,1707,3902,5426,25138,0,6123,1166,0,3208,1757,2210,8863,2364,26985,24058,3487,129736,21659,131115,3034,5004,48121,2504,10761,2498,2854,4841,0,22628,59842,1560,46278,587169,10688,1642,36566,10663,8751,3637,0,3101,4238,5081,4665,0,1023,1434,2953,12023
D11B112T,1,05/25/17,58,B73,1,11,12,tip,17895,35045,5231,0,11078,12356,0,7041,9944,0,0,0,1361,0,7295,95332,21137,15684,292702,22452,857,0,0,12906,0,4434,1103,5369,2601,12087,81785,4924,0,0,0,0,0,5253,4103,5976,62300,30197,8946,3425,41487,137263,86589,228304,781,4793,12831,19721,283586,8201,12460,0,8764,51367,806,6711,5575,17820,561138,94152,1556019,0,485,3953,2500,7446,34197,1545,14138,6212,3489,4009,2096,2489,3692,0,15713,24317,90456,115254,39509,29754,17706,34824,0,3900,55895,1205621,250906,0,0,0,6491,28103,697986,1210,0,0,0,0,5038,75467,447321,5101,15065,12344,22054,17764,12118,348352,27447,876,12505,12127,138705,18996,10007,1370142,8145,7893,30063,13643,22929,5819,0,0,0,8125,3740,8006,960,19619,2213,115299,1063436,60334,16238,11597,2493,39571,12459,12292,137257,79912,146957,6550,0,6456,4327,0,7381,5772,8599,3825,10446,7539,20529,3960,5411,3044,11477,1044272,687789,14917,14251,89732,34776,14278,15011,3457,410,0,5163,1416,18435,8432,5431,40325,0,0,2136,0,0,645,527,0,493,125256,105630,307720,476696,693539,1068,16430,800,0,41002,11078,309348,0,0,0,0,2737,0,24824,12893,7919,6206,2395,0,7826,4683,9056,1133665,4707,7291,87669,232962,787,700714,85747,2118,522,0,0,6066,1063,4735,583,2939,1314,6126,1091,4884,884,4869,2830,0,4238,0,3748,527,7519,6772,210,1459,2922,1919,0,13860,4056,27368,25609,200893,6905,65806,4702,738,843,0,8618,4640,4812,0,12910,2901,57564,1904,832,477076,16802,0,20047,413212,0,474,1030,0,8541,0,77103,18594,2268,2271,3011,843,2710,2410,17955,1875,7955,1315,0,2872,0,0,10370,1907,24352,26019,5428,204304,25248,204030,3591,8462,71673,4550,17002,2581,1668,2070,840,36815,123064,2141,42350,861622,12578,1510,62578,16309,14716,8117,0,3241,6005,7558,6106,663,1613,8185,4660,7890
D11P212B,1,05/25/17,58,PT,2,13,12,base,7646,5827,6279,0,8845,8694,0,2616,8420,0,0,0,4227,0,1977,97207,5663,14054,299862,11656,0,0,7047,11450,0,0,2299,3056,4606,9304,90041,5477,0,0,0,0,0,6952,1816,6344,32788,30768,3593,1448,43112,68709,62318,112681,3587,6612,10986,46675,304014,15804,5961,591,8584,79003,0,9670,0,44312,761152,139167,1366589,0,4089,4571,1180,16643,59226,910,7189,4245,3016,1062,0,2422,717,0,14410,13158,50604,63999,32079,13332,45814,40222,845,5198,16383,537187,103958,0,804,0,845,11207,290985,9361,2053,0,0,0,11363,103131,793558,4051,30944,26802,43452,57751,58500,955748,39482,0,17657,13667,701294,99648,21763,438139,5627,10950,17206,34191,58719,7818,1364,707,1618,35331,12154,15394,7446,71903,3377,597386,897586,72695,65916,17730,7020,48578,16458,65221,706576,602685,325588,16772,10146,0,5194,0,9052,6180,54365,3768,18827,1488,4516,1317,6875,1577,5358,1333458,918963,62987,23653,174415,78482,66908,46188,3253,2396,0,4777,583,429759,5699,43904,40053,929,9477,52633,5145,10803,10066,5216,0,694,127828,97327,323917,632895,940801,1450,1983,9166,5428,39240,7943,240745,58552,0,0,0,1853,0,6391,1229,3866,0,2922,0,5190,4398,7114,1019522,1061,3607,74683,74739,4302,272940,34646,1653,0,220,0,3925,837,2594,0,3037,1314,6284,777,4236,776,3189,2045,375,1839,265,1414,0,7498,7809,3628,646,6147,237,0,5485,2953,18372,11455,71875,11229,74568,2305,0,395,1146,8293,2465,1586,0,8654,0,18132,436,0,145394,3914,0,11888,57859,527,0,493,0,1503,0,40134,6555,3034,15456,9998,0,2032,1089,10570,617,5876,628,0,2223,0,646,6268,784,15795,11788,0,72438,10707,75251,1047,2883,30718,1214,22480,952,1226,2571,0,22533,51825,471,14903,217520,2287,0,11241,1409,4052,863,0,2531,4521,3101,3086,0,0,0,5165,10675
D11B14T,1,05/25/17,58,B73,1,11,4,tip,3550,0,0,0,19217,20624,0,10900,10889,0,0,0,520,0,9530,94505,7627,172079,248914,36363,0,0,0,15879,0,0,5636,3362,5331,8260,131729,6582,0,0,0,0,0,1439,0,2787,10653,44315,2915,3177,11432,73665,61367,235983,1840,5374,13102,9608,277197,5019,12090,1694,9846,40391,3816,562,2175,30627,867117,52336,1722463,0,474,3308,2694,5080,25881,0,0,11793,8875,0,8083,6761,14842,0,15980,17932,113023,65944,27442,6617,15317,23808,0,2391,721,104078,116221,0,0,0,0,4508,91104,1665,3304,0,0,472,5051,64489,1090572,0,10447,0,49785,131469,16308,153603,25876,787,10962,12650,129595,35620,8533,1226715,7073,9358,22377,7332,14775,2635,648,0,1871,6136,2395,2649,6806,26439,4369,86230,1635386,66258,26527,8199,2287,36066,19708,16279,186252,134280,630489,0,0,0,12203,0,0,6947,7550,3251,8475,0,0,8370,7534,9841,8870,1704267,1126038,63998,64766,722399,42361,1440,13559,2737,1028,0,2733,1974,171545,8982,19335,15485,7166,28097,34638,16891,8259,4334,7865,0,0,60890,70107,91401,156317,427220,0,0,0,0,41564,10805,265789,13957,0,0,0,11655,0,5915,13554,28757,14340,30874,0,5357,0,0,1041986,0,7499,90511,91890,0,617883,13839,2311,0,0,0,7055,1106,6123,0,3274,1727,2939,1435,9023,1210,5665,3190,0,4578,0,5027,822,11363,18589,720,1412,2998,3008,0,13932,3577,10047,11639,73156,32299,237700,16268,0,1385,0,4911,2268,2570,0,9321,0,8186,4524,977,66714,46200,0,60968,412960,2104,0,6098,0,7132,0,87632,59209,3041,1738,5126,606,0,1593,21975,1825,35905,1445,0,4138,0,0,16121,3233,24312,12086,1863,69803,33871,231239,2516,22466,427267,7188,9663,3847,2914,5256,732,17545,52076,0,17973,323026,3923,1085,58914,7834,50069,6446,0,2310,5448,6877,2054,0,0,0,0,0
D11B18C,1,05/25/17,58,B73,1,11,8,center,14457,0,4204,0,16469,16729,0,5397,8292,0,0,0,1130,0,4559,83702,12032,9650,277796,27267,0,0,910,12155,0,3663,2557,4931,5901,8830,87611,4129,0,1331,0,0,0,2971,2155,6461,15445,43057,4970,0,41632,99464,53700,209377,466,5736,10468,16307,324575,10767,20524,639,9149,68580,4098,7621,1441,25088,489448,93228,1228573,0,432,4809,3139,10117,50902,1189,6182,9465,4572,0,2550,5999,2567,0,13856,10855,68703,55629,31590,9971,14750,29844,791,3589,36944,1182180,759309,0,1642,0,1497,17659,812474,7410,3456,0,0,0,4680,87822,597992,4774,6343,12433,28096,47216,7837,328959,38004,3166,15745,11448,182226,85605,16253,188279,10340,15790,29024,11376,32129,4292,3775,1633,1306,21414,4370,10492,4923,30170,2441,178428,1056079,58732,5721,14927,2555,51079,7321,13802,186987,102461,194410,0,0,8712,8584,0,8166,8707,6755,2130,12853,1017,0,3325,5398,1469,7227,1209896,762971,65099,19959,342036,49562,18915,26293,2942,2429,0,3007,1020,81816,8736,10579,24627,2417,3285,12811,2812,3396,2270,271,0,0,123974,139654,312294,393722,839290,2429,5597,3825,538,36737,6309,247102,0,4849,0,0,8182,1283,10876,10840,5226,8168,12712,0,4580,5517,6848,1080843,7969,5219,97597,288209,5089,601417,61291,2607,0,448,0,4464,707,1044,0,1853,1154,7739,0,4690,548,307,2095,0,1346,0,3883,0,8801,12622,1694,0,2434,1506,0,5014,3152,21770,21806,175340,29286,270791,8531,961,799,0,6885,2740,3399,0,8297,765,34147,0,0,331523,8109,0,78129,617234,0,0,1248,0,6364,0,82198,14989,1253,2253,6031,625,2001,1363,15963,1664,9618,715,0,2711,0,0,8670,1373,22430,22646,0,169379,29491,267558,3166,8501,131404,4346,13817,2725,1906,3866,0,25095,74580,1338,48085,798212,5733,1133,74790,9652,25235,5351,0,2592,3763,3885,5369,0,2607,3279,0,0
D11P212C,1,05/25/17,58,PT,2,13,12,center,11557,3805,5282,0,17056,17704,0,3244,6899,0,0,0,3356,0,4076,69648,4440,15630,263351,15054,593,0,2245,9084,0,2368,3473,4035,7739,7040,80631,1203,0,0,0,490,1575,2865,762,5232,21172,44962,3577,1886,22914,68694,29002,148865,645,3677,27363,24714,251913,20015,10216,4073,6196,71355,0,12187,0,51256,815007,98844,985693,0,3184,5936,1399,12973,56281,1750,5310,10204,4535,2088,1182,1422,3822,0,14814,9036,36969,64446,34531,11807,38590,58949,4659,5276,83208,925936,945415,0,4669,0,3135,31991,609583,12986,5790,0,0,0,5790,71554,539359,4601,19500,17350,29459,62321,12666,395966,5398,446,13950,10163,903534,83045,15921,981819,7847,12140,20142,11965,25271,7590,2101,0,1003,44538,8028,13889,4471,25470,3506,546390,249266,37572,6558,24254,2708,32377,21164,41877,416810,398543,378882,12608,19623,0,11491,5611,7290,6215,8001,3436,11664,273,8833,1580,7554,3139,13781,924126,985307,44021,22914,685669,57527,25052,40749,3304,379,0,3247,373,129591,7002,15084,34073,1244,4310,30921,6485,5614,4462,991,0,0,133000,151231,300028,353904,658854,2099,3574,7811,4593,39150,7093,221147,26901,0,0,0,7381,0,8534,8089,5087,3065,3896,0,4617,4241,5340,882349,3262,1059,130320,130087,5139,442783,28557,1658,0,0,0,4496,817,4199,438,1346,238,1589,1032,5672,834,3989,693,399,1212,0,2832,668,7065,13515,1778,1519,4097,1603,500,8452,3453,26798,13861,109269,22550,205223,9994,0,639,0,7858,985,721,0,6953,0,21730,0,523,199548,11165,0,45416,352568,617,0,1051,0,7899,0,63550,6702,2680,11388,14010,375,2615,1459,18892,1423,12547,601,0,2584,0,634,9023,1326,23391,13938,1488,104091,23058,199231,2530,8911,134033,4911,17060,2555,1629,2862,516,22317,61646,1148,22046,388577,4800,1331,45905,11056,21444,6096,0,2014,3642,5102,4977,0,3273,3244,1966,5294
D11P18T,1,05/25/17,58,PT,1,13,8,tip,1513,2852,1369,0,38208,41382,0,8904,10505,0,0,0,1423,0,24973,114238,6705,211631,313293,124847,1457,0,0,17902,0,0,6293,2987,8138,4185,106005,10227,0,0,0,0,0,0,2130,3105,10291,66383,3241,1854,10404,74601,156630,144307,2753,3339,6315,14234,151297,11972,12568,740,4447,46987,0,11025,2531,6943,470943,104659,2096941,1561,0,1454,0,6152,46683,0,3622,8658,3316,0,4635,2533,4413,0,13870,23767,31666,70289,34147,17853,18048,41012,1039,2187,4714,15195,34546,0,0,0,0,2420,8227,0,1936,0,0,0,3690,28343,812822,5359,24097,0,33676,41041,18073,255830,39121,1784,17536,2359,53345,28475,16229,2043144,11425,11634,23496,8854,23384,669,906,0,1477,8081,3543,1634,6827,11883,3563,237472,1543886,18327,44608,19302,4192,21941,25904,12088,31418,30037,201716,0,0,13156,14334,0,0,4509,5170,4679,12278,3786,0,7393,10246,6108,7376,1792287,1126477,28906,76909,1074943,107462,5859,14986,8865,4766,0,2278,1722,163498,0,15607,43585,4201,9360,40396,26865,9604,6845,17496,0,0,133954,147901,254183,440444,656451,3536,2049,9788,0,37363,11694,239242,0,0,0,0,8943,0,6540,18046,25701,14492,33540,0,4725,0,0,935208,3676,5341,46296,83903,2571,253182,13631,3853,0,399,0,10183,1887,2977,1048,3940,1702,12514,2069,11383,1481,7399,4624,680,2798,0,6267,0,14158,4422,0,2341,1961,2493,1316,14107,1631,10968,7935,48516,20467,131418,24726,954,1297,0,5149,892,1135,0,2497,707,0,0,0,22828,15486,0,12351,433106,0,0,1594,0,9212,0,79025,72949,0,2987,8154,1292,1945,2028,11031,11594,16289,0,0,4450,0,1324,5633,1962,11483,8381,2835,49545,20778,126663,2323,25227,476796,13402,30724,2203,3422,2998,0,2398,14846,0,11693,204162,6061,0,60424,9109,92219,27877,0,1205,1555,2520,2318,0,1979,0,0,0
D11B14C,1,05/25/17,58,B73,1,11,4,center,1954,697,0,0,32779,34349,0,9193,10475,0,0,0,713,0,8970,103092,9059,7672,305920,88749,1085,0,762,15666,0,2529,6211,4092,3455,7453,125601,7680,0,0,0,0,1252,2805,0,3119,15690,44336,3951,2935,13726,92183,70419,302405,2201,4973,14311,12379,365738,6550,15924,2025,10077,48990,3684,405,3182,23316,735667,68482,1630530,0,324,3597,0,2530,30932,0,6411,13200,10209,0,6334,7226,8075,0,15915,17934,110387,78297,32299,13253,16032,20509,0,2571,14664,490577,538163,0,3167,0,936,10027,300719,935,0,0,0,0,5046,69703,956956,0,10910,0,31401,64927,6383,155166,33330,1944,12652,13519,235035,19408,3884,1423053,7710,11768,21123,6761,15001,1941,867,0,0,15076,1769,1644,6269,15292,3720,64382,1405644,16909,21048,8006,0,21398,8920,7145,59959,36625,174098,0,0,0,7973,0,0,4790,3459,3403,8845,656,0,6408,8224,7475,6731,1556867,674538,33795,35592,317062,39572,3561,12016,0,887,0,2170,1791,64604,8596,9930,17911,4927,5821,11678,4991,3226,2421,1345,0,0,108833,113225,164786,219171,579054,0,0,2276,0,4548,10072,268268,0,0,0,0,13789,0,1128,13644,23971,12655,25285,0,6424,3898,6656,1293792,1349,7158,87665,8268,3662,876463,20850,2151,357,0,0,7815,1624,6519,859,3916,1465,9923,0,10734,0,6725,2786,762,5105,0,5794,747,11235,14032,1274,1499,3388,2921,0,6262,2477,4453,13467,93653,34317,279981,22499,0,981,1196,5482,0,1956,0,5550,733,12278,2771,0,53177,24762,0,83560,667712,1283,338,4352,0,14737,864,81722,39387,2953,1393,4145,0,0,2251,19203,2948,25330,0,0,4285,1544,717,10771,2084,16977,13735,0,79997,33204,272783,0,21389,394592,6192,5782,3705,2176,3856,0,12864,41742,629,25671,445984,7005,1856,80343,13193,58807,18763,0,2417,4454,5035,2881,0,1425,0,0,0
