id,block,planting_date,days_after_planting,genotype,replica,developmental_stage,leaf,zone,Acylcarnitine_12:1,Acylcarnitine 15:3,BMP_15:1_22:6,CE_20:3,CE_20:3,CE_20:3,CE_20:4,Cer_NS_d18:2_18:1,Cer_NS_d18:2_20:1,Ceramide_C17,Ceramide_C17,Ceramide_C17 ,Cholesterol,Cholesterol_d7,CSH_posESI _004,CSH_posESI_015,CSH_posESI_022,CSH_posESI_027,CSH_posESI_027,CSH_posESI_041,CSH_posESI _057,CSH_posESI _104,CSH_posESI _137,CSH_posESI _156,CSH_posESI _205,CSH_posESI _211,CSH_posESI _215,CSH_posESI _275,CSH_posESI _288,CSH_posESI _296,CUDA,DG_12:0_12:0_0:0,DG_12:0_12:0_0:0,DG_18:1_2:0_0:0,DG_18:1_2:0_0:0,DG_34:1,DG_34:1,DG_36:2,DG_36:3,DG_36:4,DG_16:0_18:2,DG_16:0_18:3,DG_16:1_18:3,DG_18:0_18:3,DG_18:2_18:2,DG_18:2_18:3,DG_18:3_18:3,DGDG_16:0_16:0,DGDG_16:0_16:1,DGDG_15:0_18:3,DGDG_16:0_18:0,DGDG_16:0_18:1,DGDG_16:0_18:2,DGDG_16:1_18:3,DGDG_16:1_18:3,DGDG_16:2_18:3,DGDG_17:0_18:2,DGDG_17:0_18:3,DGDG_17:2_18:3,DGDG_17:2_18:4,DGDG_18:0_18:1,DGDG_18:0_18:2,DGDG_18:0_18:3,DGDG_18:1_18:3,DGDG_18:3_18:3,DGDG_19:0_18:3,DGDG_19:1_18:3,DGDG_19:2_18:3,DGDG_20:0_18:2,DGDG_20:1_18:4,DGDG_18:3_20:3,DGDG_22:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:3,DGDG_25:0_18:2,DGDG_25:0_18:3,DGDG_26:0_18:2,DGDG_26:0_18:2,GlcCer_d40:1,GlcCer_NS_d18:2_16:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_20:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_24:1,LPC_16:0,LPC_17:0,LPC_18:0,LPC_18:1,LPC_18:2,LPC_18:3,LPC_20:1,LPC_20:5,LPE_17:1,LysoPC_16:1,LysoPC_18:1,LysoPC_18:2,LysoPE_18:2,LysoPE_18:3,MG_17:0_0:0_0:0,MG_17:0_0:0_0:0,MG_17:0_0:0_0:0,MGDG_16:0_18:1,MGDG_16:0_18:2,MGDG_16:0_18:3,MGDG_16:1_18:3,MGDG_16:1_18:3,MGDG_16:3_18:3,MGDG_17:0_18:3,MGDG_18:0_18:3,MGDG_18:1_18:2,MGDG_18:2_18:2,MGDG_18:2_18:4,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:4,MGDG_16:0_22:1,MGDG_20:2_18:3,MGDG_18:3_20:3,PC_16:0_9:0_CHO,PC_25:0,PC_30:0,PC_31:0,PC_32:0,PC_32:1 ,PC_32:2 ,PC_33:1 ,PC_33:2 ,PC_34:0 ,PC_34:1 ,PC_34:2 ,PC_34:2,PC_34:2,PC_34:4,PC_35:1 ,PC_35:2 ,PC_35:3 ,PC_36:1 ,PC_36:2 ,PC_36:2 ,PC_36:3 A ,PC_36:4_B ,PC_36:4_C,PC_36:4_C ,PC_36:5_B,PC_37:2 ,PC_37:3 ,PC_38:2 ,PC_38:3 ,PC_38:4_A ,PC_38:5_A,PC_40:6_B,PC_p36:4__PC_o36:5 ,PC_p38:2__PC_o38:3,PC_p38:4__PC_o38:5_B,PC_p42:3__PC_o42:4 ,PC_16:0_18:2,PC_16:0_18:3,PC_18:2_18:3,PC_18:2_18:3,PC_18:2_18:4,PC_18:3_18:3,PC_18:3_18:3,PC_18:2_20:2,PC_20:2_18:3,PC_16:1_26:2,PC_25:0_18:2,PC_24:1_19:2,PC_22:1_22:1,PE_17:0_17:0,PE_34:2,PE_p38:5__PE_o38:6,PE_16:0_18:1,PE_16:1_18:3,PE_18:0_18:2,PE_18:0_18:3,PE_18:2_18:3,PE_18:3_18:3,PE_22:3_16:4,PE_21:1_21:1,PE_26:0_16:3,PE_17:0_26:2,PE_22:1_22:1,PG_16:0_16:0,PG_16:0_16:1,PG_16:0_18:2,PG_16:0_18:3,PG_16:0_18:4,PG_16:1_18:3,PG_16:1_18:4,PG_18:3_18:3,PG_18:3_18:4,PlasmenylPC_P14:0_18:2,PlasmenylPC_P14:0_21:2,PlasmenylPC_P14:0_22:2,PS_24:0_18:2,SM_d34:1,SM_d35:1,SM_d36:1,SM_d40:1,SM_d17:3_20:4,SM_d17:3_22:7,SM_d16:3_23:6,SM_d16:1_24:3,SM_d16:2_24:2,SM_d16:1_24:4,Sphingosine_d17:1,SQDG_16:0_16:1,SQDG_15:0_18:3,SQDG_16:0_18:1,SQDG_16:0_18:3,SQDG_16:1_18:3,SQDG_17:0_18:3,SQDG_18:0_18:3,SQDG_18:2_18:3,SQDG_18:3_20:3,SQDG_16:0_16:0,SQDG_18:2_18:2,TG_14:0_14:0_14:0,TG_17:0_17:1_17:0,TG_17:0_17:1_17:0,TG_44:1,TG_46:0,TG_46:1,TG_46:1,TG_46:2,TG_46:2,TG_48:0,TG_48:0,TG_48:1,TG_48:1,TG_48:2,TG_48:2,TG_49:0,TG_49:1,TG_49:1,TG_49:2,TG_49:2,TG_49:3,TG_50:0,TG_50:2,TG_50:4,TG_50:4,TG_50:5,TG_51:2,TG_51:4,TG_52:0,TG_52:3,TG_52:3,TG_52:4,TG_52:4,TG_52:5,TG_52:5,TG_52:6,TG_53:1,TG_53:2,TG_54:3,TG_54:3,TG_54:4,TG_54:4,TG_54:5,TG_54:5,TG_54:5,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:8,TG_54:8,TG_56:3,TG_56:5,TG_56:6,TG_56:7,TG_58:6,TG_12:0_16:0_18:3,TG_12:1_12:1_22:1,TG_14:2_15:3_17:2,TG_14:0_16:0_18:3,TG_12:0_18:2_18:3,TG_12:0_18:3_18:3,TG_16:0_16:0_18:1,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_12:1_16:0_22:2,TG_16:0_16:0_18:3,TG_16:0_16:0_18:3,TG_15:0_18:2_18:3,TG_16:0_18:0_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:2,TG_16:0_18:1_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_16:0_20:5,TG_16:0_18:2_18:3,TG_16:0_18:2_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_16:5_16:5_21:4,TG_17:0_18:2_18:3,TG_18:0_18:0_18:1,TG_18:0_18:1_18:1,TG_18:1_18:1_18:2,TG_18:1_18:1_18:2,TG_18:1_18:2_18:2,TG_17:1_17:1_20:5,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_14:2_20:3_20:3,TG_18:2_18:3_18:3,TG_18:2_18:3_18:3,TG_18:3_18:3_18:3,TG_18:3_18:3_18:3,TG_16:0_18:1_21:1,TG_18:2_18:2_20:0,TG_18:2_18:3_20:0,TG_18:2_18:2_20:2,TG_18:2_18:3_20:2,TG_18:3_18:3_20:2,TG_19:5_19:5_20:4,TG_14:3_22:6_22:6,TG_21:1_22:7_22:7,TG_21:2_22:7_22:7
D12C26A,2,06/03/2017,49,CML312,2,10,6,along,3826,24480,0,0,20995,21106,0,5860,9111,0,0,0,362,0,8887,83357,9620,134076,276237,40715,719,0,0,11366,0,2054,2675,3672,10315,6193,83327,3450,0,1021,0,0,0,3072,1255,805,23300,56088,11075,3132,10158,83397,46160,146139,4568,1085,7125,18107,214178,11318,18414,2980,6695,56931,4141,6528,2137,18608,410866,64754,1247320,0,470,3249,0,4278,41023,2641,5921,6171,5950,0,3073,4382,5040,0,20645,18034,75737,81773,40612,18026,25105,48102,902,4818,75764,871256,1058488,0,6364,0,411,42501,538109,570,487,0,0,0,5592,56132,697947,4799,19089,0,35198,54947,17442,139556,24993,539,11033,10337,155852,49694,10909,1111480,3972,16539,25052,3840,22911,12425,1222,0,1949,18012,6763,7781,1313,24223,3376,399023,822869,55585,40236,24987,4240,40061,8108,24564,127920,123203,201977,0,16235,16618,12185,0,0,6077,6425,3781,8591,7264,0,4940,8982,0,11788,1179696,1162985,74285,58112,834107,5088,9621,22725,9818,1213,0,2754,1384,59654,7178,16817,42784,3147,4712,14569,5605,2826,2385,1197,905,0,111002,158599,95293,464232,783862,2659,8143,4620,0,58171,10126,284477,16352,0,0,0,7135,1709,15652,10087,9137,12437,9026,0,4386,5027,4904,1073942,5701,6338,82745,78354,4139,461783,12167,1680,367,0,0,4797,792,3133,0,1859,992,4400,823,2461,0,3795,2517,427,1654,0,5037,871,11605,10750,1607,1839,2159,484,0,10830,3196,3575,11885,97557,27695,255666,19000,875,904,0,11985,1490,2217,0,5560,0,9213,3007,0,92859,17791,0,69096,537108,2060,0,6344,0,27537,0,88498,19334,1689,0,7054,826,2392,1887,18536,1624,28777,1584,0,4293,0,879,14814,2816,24130,12019,3385,83365,25250,244848,4422,21134,337167,13432,10306,3718,2049,4717,0,16940,39931,1692,21289,347364,9641,1341,71103,15913,53245,3964,0,2145,4571,6085,4044,565,1294,8264,0,0
D12P18A,2,06/03/2017,49,PT,1,7,8,along,5229,0,2197,0,6128,6412,0,5736,8293,0,0,0,3326,0,6257,105970,10116,18898,451956,7103,1997,0,0,14111,819,0,11109,3244,9593,10116,116188,6244,0,0,0,0,0,3960,2792,4760,20377,29397,8500,1942,18094,87538,98251,31708,2926,3914,2939,42519,344954,19119,15598,5015,8349,45036,0,9825,3960,41452,813686,162047,1514074,0,4457,5002,2548,16356,92092,1862,7278,11821,4691,2394,2383,5378,2506,0,19447,14218,68839,70527,39058,13695,23130,40039,639,2681,7341,34223,16340,0,0,0,481,5968,19955,1016,0,0,0,0,5434,112101,625738,8254,38877,17872,30838,33431,33996,762814,5732,4692,17451,14004,69144,59571,20433,1474633,13236,20829,19440,23775,67484,918,1066,0,0,16185,9719,8573,637,17381,3631,722990,625978,77821,0,26160,5108,39994,15064,52983,269336,166649,619805,13233,23512,7819,11754,0,9239,7820,5433,2892,18849,1140,10581,1802,5624,4826,16544,1510139,1407953,71533,43040,493016,67796,27253,39524,4831,4020,0,6730,1307,102909,11103,9428,37718,2181,5839,17567,1513,4045,4048,2501,0,959,130704,191375,180710,442734,1237755,1986,6425,7601,5021,51065,10708,265029,0,0,0,0,3860,0,25732,13891,4183,3581,2031,0,4752,747,5064,1217271,5577,4094,122019,223675,8138,120841,64931,3259,0,0,0,10267,1908,12762,1058,9462,2017,13986,3190,20229,2467,16185,5169,1321,10397,1479,9633,594,12875,18499,2579,2280,1921,6941,0,12212,4912,37010,12586,87257,1931,126125,7170,2958,3275,0,14260,1525,3502,0,5981,1078,12082,0,0,73996,10232,0,27517,160995,2676,0,2393,595,7402,0,52055,15863,5420,3574,3740,750,4287,4764,31045,2142,19490,0,0,10253,0,2556,20682,3432,28876,12574,3504,79512,17592,121403,0,6831,103626,3670,13039,1747,5242,8690,0,22191,40537,0,12680,219999,4761,0,28117,4017,14091,3714,0,2461,5142,4588,5200,0,2252,4029,3850,2266
D12C13A,2,06/03/2017,49,CML312,1,9,3,along,5816,0,0,0,14460,14113,1139,7305,9209,0,0,0,1146,0,10919,90137,7127,160758,244075,39074,1142,0,797,16444,0,0,6281,4173,3380,11280,132256,7062,0,0,0,0,0,3192,1692,2238,8472,29304,3153,0,8066,49057,23092,155127,601,1549,6682,14023,180867,6389,8967,1581,7898,57979,2291,642,0,21132,833590,36846,1615851,0,231,2011,2557,1044,23572,1773,0,11023,4144,0,3858,4470,7569,0,18494,8617,22808,55922,29387,10053,12766,50746,1223,5536,16435,219270,186548,0,1182,0,565,21022,317906,6096,110,0,0,0,4532,62435,779633,4823,16014,0,51944,75911,15926,181293,23223,1305,10926,11008,66564,38220,11491,1518235,7831,15931,15337,6539,23011,7069,691,0,1839,25840,8065,12267,1173,37888,3909,347394,1453175,135137,15138,21753,4550,68599,33766,44949,322041,230558,800218,0,15235,14969,19545,0,0,11479,8370,3537,7222,1961,0,5455,8390,0,17832,1429564,1546724,32518,110988,995177,64824,13615,30170,8423,635,0,2078,2439,283749,9179,28085,36750,6111,28919,65434,23699,5109,5149,11016,0,0,79261,156536,77087,392060,803524,0,3741,702,1471,46968,10931,243782,11563,0,0,0,5734,1471,7901,11931,18454,5874,28811,392,2997,2931,0,881141,3078,6437,71289,8102,2288,208625,10407,2618,0,0,0,6802,1182,6557,566,3737,1809,9100,1440,10462,1050,7812,3699,0,5858,0,5691,2030,10007,20177,1743,1143,2244,4087,0,9988,3205,16376,8249,53136,21771,139843,8097,0,2184,0,8294,1580,2229,0,5340,1436,4963,703,0,7466,19020,0,30125,171123,3189,0,4659,0,5973,0,41731,41469,1997,2063,4256,639,3002,2493,20332,2383,22464,0,0,3984,0,0,14906,1039,18264,8219,0,42830,20455,134789,1839,13076,221203,3960,0,2104,3210,5953,0,13808,24802,0,10358,190916,1969,0,30128,2803,19586,3311,0,2848,5728,6363,1954,0,544,0,0,0
D12C112A,2,06/03/2017,49,CML312,1,9,12,along,106386,182867,19962,305,2863,3051,0,6291,10383,0,0,0,4114,0,5395,77067,16961,144315,234202,7182,0,0,2827,9826,704,2042,3121,8825,20676,18103,81183,4404,0,0,0,0,2763,6307,4380,10803,23203,23100,5370,0,42298,55225,11228,156870,4250,4594,11127,60418,243621,11842,7809,0,10974,62976,5929,5226,8181,35431,539662,105811,1368686,2084,886,2659,2773,6178,35590,1035,1582,6126,1102,697,1020,3145,1167,0,21328,16434,88619,90168,40403,17253,18427,110871,2193,10817,155570,716717,60069,0,0,0,353,99871,484483,2584,0,0,0,0,12254,98689,480457,5825,24263,11332,36688,60683,52180,480915,5172,4435,11281,9821,54337,25102,9448,992106,4449,6884,33669,11029,33027,10737,597,2698,1692,14175,11829,27728,3790,59881,5164,1018552,443647,80286,0,21943,5687,122256,14939,105458,792310,465075,1112205,0,43549,0,4300,9858,14900,7368,74855,3843,8405,4353,3489,1768,8582,737,11050,1199094,1280462,85448,25999,173021,38244,86933,39814,4755,3752,0,4227,1799,81808,8419,10882,17369,1736,4100,6432,0,3308,2572,276,325,0,110972,85966,135392,847298,729409,16680,27098,8470,0,58611,12343,347014,0,0,0,0,732,5370,37749,10416,3506,0,4488,0,6002,970,11657,976772,1201,6773,72610,58771,374,490378,47711,1552,250,0,0,1496,793,1434,463,3097,1058,6764,904,5394,792,4413,1992,504,3226,0,2575,1104,7771,6704,561,689,2214,1864,0,9022,2486,15613,8602,54478,6169,35001,1861,923,963,0,6723,1021,3567,0,5563,851,25073,0,0,148569,2940,0,11187,54323,573,0,0,0,1565,0,38098,4645,1933,4660,3455,0,1170,854,8211,501,3143,0,1458,2335,537,0,6563,689,13441,8323,1322,39241,6012,33648,0,2011,8553,577,6512,516,1522,2351,0,22174,64348,529,15944,205552,1175,0,11657,1595,2828,702,0,2733,3364,2265,2450,0,2645,7153,1150,0
D12C28A,2,06/03/2017,49,CML312,2,10,8,along,17924,6821,2393,0,22008,21609,0,6206,8800,0,0,0,4083,0,8972,86083,4469,13540,297241,29622,2693,0,1449,12110,0,0,22365,5051,10139,4269,79508,4152,0,0,0,0,0,2664,1540,2662,17301,53883,6750,2620,10532,70110,35492,153284,4047,690,8388,18478,204514,11735,12725,414,6241,42612,0,7345,2433,11359,243757,66855,1278245,0,5257,3217,0,4517,37678,1242,3686,8938,3987,0,3057,4368,4485,0,17570,24052,75488,82925,35395,14305,17257,70621,1070,5446,78430,670759,816503,0,5220,0,330,62211,550124,0,0,0,0,0,4078,49354,526359,4310,16029,10663,28144,31877,10217,149441,22572,2533,10950,1096,61149,46813,11715,1255752,7161,12663,27263,6174,21406,17231,131,211,0,23835,7646,7161,5288,18536,3193,378763,1030170,68338,0,28082,4178,40231,44761,20756,129381,78896,439980,0,15622,14659,12880,0,6561,6348,5196,0,8624,10073,0,3337,8180,1423,13444,1094995,1248342,96485,68128,1100656,70870,9297,23831,9276,771,0,3192,1397,26801,6686,4226,37169,1853,0,6960,3534,2219,1063,328,0,0,111087,129519,126747,513099,696239,4951,15985,5945,0,47073,11163,270528,0,773,0,0,4004,0,21874,9820,1826,5035,10315,0,3912,4104,4381,984264,6367,5325,55326,63014,925,513693,13483,3977,0,0,0,18286,4332,26679,2357,16880,557,20357,5160,40330,5216,34492,8628,2190,20059,0,21718,4632,12942,23291,4136,4350,2531,13549,0,9830,3804,27864,10052,77734,28466,234016,19120,4658,5097,0,10807,0,1792,0,5085,1956,7588,2391,939,32459,34690,0,80307,613011,2787,0,1811,0,14407,0,75545,14408,10803,0,3575,1698,5294,5364,43838,2405,27293,3840,0,11701,0,0,17116,5268,16547,10469,4118,64709,26856,225568,0,23574,376864,9727,25391,3485,6677,9295,0,12627,33529,1274,18233,337478,4606,1538,80684,11173,69425,23613,0,2879,4375,4824,4352,0,3481,26990,0,0
D12B16A,2,06/03/2017,49,B73,1,8,6,along,4374,9250,0,0,20033,21524,0,6188,9302,0,0,0,1195,0,11085,86234,13283,18750,293872,30863,0,0,1165,12015,0,0,4548,7689,2551,9747,85152,4802,0,1321,0,714,0,4007,1181,3112,26849,31733,6977,0,22583,112890,55961,214857,0,4185,12165,14292,293182,9362,17613,2736,6898,42629,0,6654,2396,17723,536383,86781,1376591,0,364,3829,1273,7630,40213,1922,6710,9394,5626,2988,2321,6985,4846,0,17568,11230,81274,86884,43473,17439,27360,28524,990,6078,66399,1361581,1142478,0,6634,0,3523,26577,987082,5938,2639,0,0,0,4532,70371,521747,4164,15147,15235,16171,29993,10231,227691,29900,2304,12420,11822,213856,56701,11161,1259468,7802,10121,31825,10892,19167,6200,1432,0,2046,16945,2578,4201,3640,13963,2551,73969,1343003,40018,30424,11000,0,21594,8532,7804,77222,45205,85449,0,0,5624,5675,0,0,5632,2744,2525,9260,3100,0,3589,9034,4833,8054,1130130,746736,24776,14726,187987,39224,3980,14512,2540,950,0,2739,965,33577,8077,7681,16133,0,0,6071,0,2389,1088,443,0,0,120905,133597,326160,308304,668258,2418,6697,1237,2072,49243,9118,303145,0,0,0,0,8773,0,13224,11169,15584,5216,14011,0,6066,4359,6934,1181876,4600,5733,83009,231682,4491,731752,45581,2435,580,0,0,6105,962,5130,0,1730,1349,8591,1305,7871,0,5584,1420,0,4738,0,5601,0,8760,15140,278,1456,2255,502,0,6434,2615,18459,13371,106809,22156,195809,11322,0,1217,0,7505,1313,1989,0,4843,0,17522,0,395,151290,10526,0,53358,416447,824,0,1354,0,4973,0,72733,11661,2127,3364,5172,721,0,829,18150,1351,11314,822,0,4187,0,0,12086,1319,19026,12822,2897,90851,22166,192128,2115,8495,117652,3335,14974,1965,2130,4238,0,15077,37341,0,24602,438845,5253,0,45618,6034,21878,4865,0,1784,3397,3073,4256,0,1363,12321,3508,0
D12C24A,2,06/03/2017,49,CML312,2,10,4,along,1693,2243,1233,0,11603,11958,0,6143,9017,0,0,0,3991,0,5336,92590,7666,168279,301813,27169,2491,0,1386,15532,0,0,22493,3230,8012,5483,115042,7223,0,859,0,0,0,3558,1306,1324,11624,37265,7838,0,7503,58923,33803,182360,2522,4782,8811,26859,296335,9577,14622,499,10173,70327,0,5934,3071,27975,932251,63708,1628034,0,3274,3384,3432,5519,69995,0,0,10830,6897,2395,6178,7033,7525,0,17947,13361,71718,76819,41175,13165,23184,37701,809,2932,5675,39392,48079,0,0,0,0,7183,52110,871,0,0,0,0,9323,69848,901774,4370,5426,12593,51085,69790,14772,161985,32868,2148,13716,12969,48750,55163,4900,972696,4212,20886,24130,7545,42727,800,118,0,1568,25534,5892,9270,7820,26353,3810,467840,1214605,88602,94687,23935,6046,43701,42447,32593,176022,112095,261717,0,21899,17829,13038,0,0,7816,5011,0,11231,3018,0,3229,9462,2519,13838,1533329,1115604,25975,95286,1216342,85584,12090,30119,6802,726,0,2579,1051,211405,7510,23898,24213,4644,18105,59639,24835,9737,4650,10239,1544,0,75789,141873,89299,398844,994904,3407,4655,933,0,49267,9498,271169,40339,0,0,0,6550,0,20553,13218,6586,7777,13866,0,721,1566,3773,1191347,7063,6544,93641,46912,4805,367426,9929,3943,679,0,0,15967,3686,23227,1980,15297,2575,18085,4807,39785,5412,30413,8388,1435,20030,0,21659,6022,11873,36429,966,3181,2404,13773,0,10959,4979,39134,9712,65551,22055,156816,10905,5218,6193,3368,30970,1583,3525,0,4276,1898,7929,0,0,56290,24207,0,46864,303514,3056,0,0,891,8994,0,54937,31943,10140,1494,4611,966,5626,5293,48143,3503,37167,3917,0,13722,0,2937,42734,6021,27494,9749,5432,53948,22700,151286,1942,16423,281320,5100,8525,2977,8677,14721,0,25387,30919,538,12712,224181,2847,0,44696,5425,39997,8054,0,3754,5523,4954,3589,0,677,0,0,0
D12C16A,2,06/03/2017,49,CML312,1,9,6,along,16886,7219,3702,0,12047,11880,0,5295,7989,0,0,0,1002,0,9553,91541,8728,7740,290910,25343,1053,0,0,14477,0,2177,650,4889,7628,6366,102843,5141,166,0,0,0,0,0,1268,4670,5721,38402,6224,0,13199,60432,23941,205783,1446,4680,7496,21073,206367,11880,20427,112,7508,81124,4461,7004,1879,12890,456429,61874,1428216,0,63,1118,0,5033,47786,1153,2098,4779,3221,0,2860,4275,3928,0,17444,12248,69128,55728,32121,11248,12945,41861,729,2027,46318,706851,577267,0,3437,0,1262,36421,602460,2220,0,0,0,0,4689,72179,756203,6549,23393,0,41665,52359,16863,182206,7087,2164,12899,11551,102825,32472,13142,1241276,8288,21476,25604,8787,42388,8575,0,2837,1884,31050,10229,12467,8185,38329,2788,520668,1292918,87707,22949,30464,4990,59862,8087,28891,178402,121057,325638,9547,21404,20968,7412,0,0,7656,6629,3436,10515,6679,0,3897,7601,705,7454,1220438,1406307,31695,70498,900757,75030,22233,42641,4908,988,0,2580,1596,60441,7989,7606,32120,2354,3784,13936,4165,3005,1107,1408,0,0,123979,219025,111751,593004,974111,3041,10539,5122,0,46330,6267,243712,0,0,0,0,5718,0,14489,11025,4612,10396,3143,0,4328,5343,4054,1188702,7523,6929,74408,81405,4232,436812,16397,2450,0,589,0,4845,0,2601,0,1703,1217,7942,642,2360,911,2560,2699,0,2181,569,3373,896,8275,11088,1093,0,1791,1599,0,8625,2204,15169,9544,63030,20621,146001,5307,0,958,0,4748,1100,1467,0,2750,0,7253,0,292,47836,8348,0,35480,217800,1384,0,1511,0,5107,0,66543,22958,912,1432,4026,0,897,1085,14837,1764,14516,662,0,2906,0,0,7502,883,11848,8899,0,51909,19119,145323,1864,11172,169352,2935,18234,1726,2092,3171,0,9197,21336,430,13027,222655,2074,896,31435,3731,19716,4019,0,1774,3694,3120,3249,0,2235,7080,0,0
D12P23A,2,06/03/2017,49,PT,2,11,3,along,780,2213,0,0,29374,30297,2139,8236,10214,0,0,0,3166,0,9606,101251,7325,7018,281526,84317,1634,0,1230,17446,0,0,10472,3340,9892,11843,123731,8773,0,1057,0,0,0,3226,0,2060,9073,32401,2922,0,10121,72238,43432,89456,801,3282,5563,18895,321477,6581,10711,760,11994,45513,0,661,1956,28035,542460,71134,1899921,0,1990,1645,4488,5970,33603,0,3341,13393,7346,0,5465,6503,11594,0,23183,18267,95139,0,42545,14018,25720,53599,617,3643,5637,37809,39817,0,0,0,344,460,20585,1047,3457,0,0,0,5612,69712,579608,0,13903,0,38991,64571,9375,365242,33019,1761,16166,14051,36829,58415,5130,1244225,5818,21313,18176,4654,17518,3504,604,0,0,29396,7003,25346,2379,31533,5380,414379,1544955,125685,14027,28221,0,80486,43124,35003,224183,129038,679672,0,0,19445,18994,0,0,14483,10432,3138,10233,1189,0,6653,9733,3127,21494,1728749,1397448,50556,93227,1030539,14394,10549,20998,6929,2055,0,3114,2492,716288,12541,68036,37541,3921,52998,117143,43709,15970,21597,34471,0,0,63066,168689,178132,231807,865885,3077,2037,4305,0,68401,11056,315254,27997,0,0,3305,9436,0,7573,14755,4844,16948,26960,0,3554,0,0,764523,0,4845,57696,122707,0,135215,19018,3178,0,0,0,11603,2417,10137,1138,5795,2574,14675,3140,17630,2220,12408,6508,1438,9038,0,7658,1732,10782,13537,2360,1500,3147,841,0,11051,1997,12856,8107,53498,19753,141176,15390,1941,1926,0,6013,0,1889,0,3282,0,7329,0,0,27298,13782,0,36930,225690,0,344,1239,0,3041,0,69552,53514,4267,3531,15017,718,1489,3724,17735,3777,13884,1746,0,5381,0,1595,11124,0,13050,7675,2446,44516,20421,134189,0,16091,234654,3522,12314,2397,3603,4165,0,8153,21751,452,11777,155527,1048,0,32301,3770,25833,0,595,1956,2811,2996,1731,0,1122,1876,0,0
D12B13A,2,06/03/2017,49,B73,1,8,3,along,8777,3312,0,0,24459,26256,1304,6797,7926,0,0,0,1088,0,12209,90516,11992,153838,295025,56355,1152,0,0,15311,0,2244,6013,5619,2172,8983,104366,5033,203,972,0,0,1158,862,0,5623,16215,43560,6114,0,26731,109948,48901,242670,2540,1348,13396,9476,252904,6549,15384,2114,7387,46912,0,5034,0,24032,701351,65963,1438763,0,479,4258,2815,5154,31101,0,4722,11478,7073,0,2157,6244,8729,0,16807,19026,85839,64443,28794,11807,14748,37991,0,6510,25731,1008872,627849,0,4288,0,1103,13396,585343,4251,2599,0,0,0,4159,70306,715377,4204,10996,0,26616,54565,14722,196497,8528,648,11818,11088,138321,24115,3716,886663,6592,11933,24404,6350,15361,6601,0,0,0,21090,1442,6732,5144,25795,3642,115176,1338843,56101,14798,12378,2083,34508,6571,11194,151222,111456,259850,0,0,8053,8470,0,0,7448,2698,3097,8241,4882,0,3991,5948,6430,11266,1425033,1101460,66497,32311,399464,40669,8625,18549,3444,1143,0,2654,1229,60812,9331,5111,28078,0,3861,8618,0,0,2508,786,0,0,138108,146219,203540,324932,637985,2229,2731,964,0,45788,8892,259184,0,0,0,0,6997,0,8628,11067,15132,9664,13913,0,4973,3826,4424,1050503,266,6073,85414,152037,3611,580432,27645,2725,0,0,0,7300,1337,6141,743,3763,1452,3944,1274,4358,1434,7638,2787,836,5604,812,6581,1432,8229,13828,113,1950,2719,913,678,4257,2852,19417,16538,119471,29123,243847,12283,0,0,0,9001,1837,2494,0,6643,1383,5828,0,406,141163,13586,1647,65463,517757,1363,450,1832,0,9476,0,82019,26251,2475,0,7799,0,0,3121,21297,1788,16637,1392,2598,5102,0,0,15672,2049,19909,17151,0,117653,28832,237503,0,11588,197388,4365,15696,3183,2646,5183,0,19236,45973,1130,27150,527831,3421,1023,63128,6637,31877,5642,0,1980,3082,3425,3568,0,1934,4850,0,0
