PC_38:4_A ,PSVRFUPOQYJOOZ-QNPWAGBNSA-N,,5520,2822,4311,3701,6624,4963,5112,5285,6217,5830,5643,1978,7738,3026,5484,5485,4350,3159,4552,3007,0,6747,4977,5549,5127,5181,2511,4554,4528,3367,3782,4640,5064,5671,6128,3403,4245,5684,5550,6710,5769,2378,4852,4732,5649,4468,5398,1795,0,5187,4864,4800,9443,5586,4787,3865,6340,1619,4628,4022,5974,5495,4283,4897,4485,3345,6885,4397,3063,7184,4630,3395,5142,5582,5152,4378,2140,0,5253,5321,3884,7278,4740,5337,2806,4859,5869,2288,7526,5207,4241,4492,3427,4909,4601,2419,4576,5229,0,0,4459,4285,3295,4757,3256,2991,6014,3849,3601,2788,1443,2882,3213,4874,3776,4112,4844,5752,0,2651,4042,4040,3153,0,4339,4994,0,3991,5035,5180,3898,8651,2254,3164,2559,4366,3945,3528,4272,4671,4146,4637,0,4634,4514,2539,3156,0,3764,2134,4150,3779,3877,2849,3885,3713,2639,4703,4808,5017,3379,3999,3554,4167,3571,3489,3296,1171,2750,3122,3005,2464,2007,6379,2827,3264,4106,3598,2761,1664
PC_38:5_A,SUACBSWYGWBPFC-GPUJSUHJSA-N,,11477,9542,27019,12111,13001,20280,10491,11267,15187,10028,12109,172,26923,13752,16832,22463,3416,6662,13144,5950,4186,12145,11658,381,8013,1931,13858,8128,7928,13846,15737,9573,15637,12881,11440,222,14042,7726,16630,3516,11903,23856,7771,7356,12749,15813,11888,331,12207,9606,8020,19925,14552,14327,8536,7043,16430,6963,10708,267,17103,9843,14500,18724,11984,18235,1501,12771,6558,674,11245,203,12872,18652,9646,12653,9235,5811,17641,8070,2477,3433,11434,257,13254,20160,10543,16106,20173,12333,11581,18946,9793,12184,11144,299,9766,11881,8357,8607,10967,0,21476,23765,8488,18047,20413,10101,9358,9811,5367,13037,12153,0,7710,14680,10593,1397,24777,7394,11069,10081,16443,3686,13036,133,11639,13832,1958,13558,9518,1660,16402,11604,4516,23759,12068,199,16887,16616,11936,7946,16053,8157,13864,0,11119,11900,12556,209,12701,9676,9289,9291,7659,9881,9907,10948,8818,13230,23428,12058,9618,12917,7370,10010,12840,244,14479,8879,18104,10784,5071,4331,16986,12211,42285,9892,13252,252
PC_40:6_B,TYRTWVKQVGNGSZ-RGBTVBCDSA-N,,0,2175,4866,2515,853,0,1234,2400,1657,3758,2076,300,2399,947,2732,3038,1710,1164,2208,1015,699,3383,1610,386,5374,2109,1649,1240,948,2393,2827,1488,5018,0,1525,218,3950,1886,2785,694,1728,2238,7142,1290,1367,5903,1590,212,0,416,2270,2495,1300,6116,1288,4598,2076,1054,2607,0,4343,5384,783,552,5690,2102,1081,1959,1727,3404,746,218,1416,5025,6418,2398,878,681,1300,1638,1316,1714,525,199,2641,2532,10353,4298,8872,697,8358,382,725,3514,203,202,346,10047,1028,870,2025,0,1299,1878,0,1428,478,3115,694,3124,1849,1766,493,239,2094,6506,5487,1034,201,854,301,213,1280,1729,5763,175,13595,1343,1045,836,748,3936,856,3885,5127,889,5567,228,3943,1624,2226,344,374,2270,2742,4344,9889,3198,436,137,8067,2668,1926,1080,1429,5854,1353,6676,1038,4688,2376,645,7417,4219,6091,2416,1308,179,123,3895,1673,935,2315,604,5199,2184,2352,3208,4593,173
PC_p36:4__PC_o36:5 ,RWVKPDIHPPTVRQ-HWGQMOSASA-N,,0,27791,11204,0,40036,0,29750,0,37575,0,31027,0,11119,6359,14119,0,0,14604,12977,0,0,24524,0,0,0,29631,0,0,0,0,0,0,34412,0,0,0,0,0,14157,5159,0,0,27454,0,0,33393,0,0,0,0,0,0,17493,16890,12670,0,25193,0,0,0,15356,14819,0,5758,9010,0,35931,9373,0,3360,0,604,22121,10283,12105,8848,0,0,12367,0,0,7446,0,0,0,11900,8705,0,8104,10322,22760,0,10214,2736,0,0,9506,0,0,0,0,0,12055,5700,0,0,15459,0,0,0,0,0,0,605,0,0,4397,6224,2065,0,12327,9578,0,0,0,0,0,2257,2684,0,10259,16634,14480,0,0,1277,0,0,8427,12667,0,1043,9636,4108,3132,0,0,0,0,0,0,0,12528,0,0,0,0,0,6289,0,0,0,0,12818,0,0,0,436,7471,0,0,0,0,2665,8221,0,4524,8561,0,0
PC_p38:2__PC_o38:3,VXNFJZDUQIFCMO-WCXGAVHKSA-N,,21528,2535,9031,18068,7391,15862,6130,24878,2013,9744,8779,226,0,4137,6797,8953,5854,4084,3133,5145,2729,4374,8580,200,12745,2366,7905,16214,10367,9509,12022,15393,6506,28144,8520,232,4419,9784,7071,1797,5267,13090,2127,13072,10365,7894,8155,269,15759,14106,4370,7978,1336,5791,3656,8764,3310,2927,7332,0,2798,3195,12315,2556,3696,8485,1930,4615,3706,1972,5207,0,4619,4973,2318,4349,3868,3589,1988,9407,8168,2042,4036,0,9980,0,2391,5999,2472,2275,4390,2940,1449,2240,4877,0,3966,6832,3425,7636,5764,0,2053,1662,8383,4669,2765,6082,6780,8423,3714,2932,2971,0,5824,6021,2228,2218,1460,4539,2626,2207,4382,1735,4575,0,4503,2592,2383,5761,2448,2905,3280,4498,3183,1553,2952,0,1619,2507,4255,2249,0,1646,2378,2561,3541,3422,2519,327,4707,3612,2101,6041,3012,4785,4098,5578,2375,3947,2642,4226,3666,2106,6229,3799,2406,192,1522,3177,2925,2277,3527,1894,0,1796,0,1868,2276,0
PC_p38:4__PC_o38:5_B,DYFGXBAIDOATAE-DSLLYOFSSA-N,,15738,13480,16471,13903,14364,12675,10470,12209,16584,9971,13405,3399,16568,10048,13403,13713,15195,11913,14077,7093,5446,17563,12934,3321,13842,17649,14484,10722,12337,6324,10109,13700,10300,13250,7016,3355,6859,12605,6949,16121,16749,11005,8554,10613,13437,7485,13000,3024,13066,13857,7016,11425,14880,12621,12822,10923,9045,4575,8042,3564,9289,13068,9123,8992,5792,10269,20374,6526,8311,17590,12255,4997,10232,14263,18912,11993,10013,6885,15194,11965,6391,16682,7523,4147,10847,8505,13647,6892,9471,11361,5999,8763,9607,8081,7872,5317,11490,12423,8498,8321,9435,3372,6408,8679,7545,7580,13220,8429,8701,9796,4894,6295,6571,3766,8957,9160,10816,11609,8034,5941,7078,13002,4084,2713,6832,3391,11039,6988,15623,7375,6030,16519,9087,11321,6816,13378,12853,3202,14991,10244,8248,8753,5486,11466,13244,5813,8528,10026,6847,3955,9181,7866,8164,8837,6658,7131,9294,6703,8946,8138,11025,12080,10098,9999,6902,8122,9550,2931,7111,6157,5634,6377,5911,6336,6445,6321,6291,8561,7049,3136
PC_p42:3__PC_o42:4 ,WSHCLKDGQAEXNQ-MRGADFHSSA-N?,,0,0,0,0,0,0,0,0,0,0,0,245,1227,0,0,0,0,0,2805,0,0,0,0,0,0,2530,0,8695,0,17557,12395,0,0,0,0,219,0,0,0,3392,3574,0,0,0,0,3543,0,0,0,0,0,5120,2610,4261,0,0,0,0,4907,0,0,8233,4086,3370,3419,11507,6275,4350,6558,3636,4732,240,0,0,1724,4239,6757,4919,3091,3827,8505,2049,5280,200,15886,4266,0,11867,2236,7963,3375,5001,0,4584,5138,0,1160,0,4448,3879,4773,0,5498,1991,9856,2062,5493,5025,7909,7406,5946,877,2935,112,0,6996,929,4654,2528,5843,6845,7697,6644,1620,2484,0,1920,1746,2514,5519,0,1460,2887,6056,0,2326,3433,0,3243,2258,0,5556,545,1465,2478,2540,1705,2669,4351,0,852,1422,4412,2839,0,7709,0,1597,852,0,3711,4523,3372,974,3022,1184,3019,0,1262,3430,1105,2213,6429,638,682,542,810,583,505,239
PC_16:0_18:2,,,6440,6384,10908,11400,19483,11351,7103,17619,24276,15535,3782,407,15793,10999,15561,12138,13238,8263,14928,6338,1136,9540,16607,249,5714,5526,3017,1132,9320,10221,14528,14733,5972,4167,16286,449,18481,16819,6211,12867,8542,18595,4828,7486,14649,19758,15960,349,1794,7351,17765,5535,38126,11742,15734,9242,31733,954,15604,414,33829,13452,15997,15311,1967,13963,23108,15010,11954,20358,15873,463,4354,5827,6054,16478,10170,10192,5597,10711,7795,26020,15169,589,2944,19856,10592,2816,21632,20107,12724,12815,8786,15886,15804,477,6104,16303,11098,5436,15388,235,18850,6764,8883,10147,24118,6068,7122,3763,3580,10003,19279,361,19037,6473,13927,28256,11736,8304,15103,21988,4450,1911,19046,334,18144,6756,9125,5501,14989,19929,6824,10093,9828,16775,17946,395,16522,22645,17959,12681,10985,13015,6042,7437,8277,14663,18360,436,9003,15755,12847,19516,19033,13508,8335,14096,7666,19290,13483,16087,10952,21958,12510,20091,19057,428,11049,9207,2812,13259,3008,15360,7630,17395,15441,12745,11271,491
PC_16:0_18:3,,,1637543,1669328,1702617,1564765,1490739,1537571,1413833,1658858,1590133,1321764,1593122,6967,1450639,1154143,1409891,1637466,1510217,1098663,1241153,1350886,1636391,1561830,1599130,5835,1494225,1222165,1722327,1478651,1664686,1493932,1464599,1459673,1670650,1647921,1635489,4503,1399650,1608576,1530391,1076663,1367563,1267489,1692550,1620915,1452583,1297309,1708708,9466,1540494,1678963,1601050,1590926,1586147,1721697,1619409,1638925,1606016,882273,1640506,5438,1713983,1386436,1697968,1673444,1385897,1359383,748939,1657011,1583687,730491,1699755,4269,1639603,1481075,1547836,1352739,1523251,1682180,1718744,1595740,1567224,1540585,1573360,3856,1216719,1617239,1662320,1295148,1404262,1293024,1157746,1589701,1716007,1348630,1698719,5879,1687860,1631557,1403984,1443225,1573020,3607,1720585,1683236,1706837,1698853,1617338,1474443,1647213,1546638,1471087,1720167,1707856,4589,1526202,1668225,1511309,946157,949767,1512708,1532612,1076545,1535095,1297428,1724118,4295,1477797,1557475,1101884,1674922,1715417,1490130,1612775,1416209,1714917,1722776,1706554,3248,1699009,1331304,1682096,933452,1663130,1588753,1549009,1719817,1718467,1624737,1674570,5245,1474089,1571736,1152245,1569667,1642049,1708590,1648762,1483451,1484434,1653900,1717980,1706983,1331171,1658300,1691216,1688128,1685304,3489,861292,1469145,1715419,1592212,1546357,1339027,1596579,1702671,1441067,1699373,1550959,2800
PC_18:2_18:3,,,1702792,1528136,1096455,1571542,1704781,1125991,1695599,1507974,1514759,1691793,1543636,3037,1074432,756481,1100112,1483740,1051621,488753,1123882,1084540,813222,1465759,1545238,3751,1480336,1151878,1653871,808868,968640,1482465,1724164,1653278,1722086,368982,1519206,3470,1564799,1413683,1290525,704471,468088,1725077,1299636,1164852,1323482,1723543,1477199,4291,511033,1656729,1492752,1471412,1701182,1221830,1458720,856191,1707184,404542,1470443,2203,1700157,954466,1438209,1433185,1280970,1328570,427266,1430322,781600,492616,1321833,2747,1689542,1718761,1636849,1520425,917172,1149084,1140414,1268310,827397,947157,1472006,1895,1720651,1119923,1535122,1290531,957477,690756,762526,1106513,1237371,1260726,1468109,5173,1604747,1608444,964858,1104322,1486697,1865,1604159,1160015,1127736,1071312,1724412,926708,713682,331712,412416,1466742,1508469,1608,1651281,631335,1613864,525901,1052304,854106,1223880,739679,1714122,581839,1495100,1927,1684754,1485449,1012364,448896,1400906,1174962,935503,935763,1334524,1164770,1468919,1839,1160410,1277532,1695754,605977,1392710,1516501,1708589,993814,1377885,1182110,1078182,2346,1698589,1418320,802400,1268853,1377723,1320631,1490475,1593516,1291272,1610274,1427875,1416598,763112,1321652,1351909,1320924,902387,1646,538167,731062,1260331,1141042,666424,1340019,663423,1551765,1297616,1168755,1464134,2489
PC_18:2_18:3,,,40529,84585,21658,24431,153875,27587,128375,43501,69011,33007,26129,559,27068,13828,41265,61616,15466,8451,17885,64741,11852,109797,85802,441,119373,69804,27051,48976,51137,107360,57154,67809,34087,18721,76764,575,87666,93358,24603,37130,12674,68084,79651,29095,75435,162849,86666,554,20817,17941,90493,120764,129730,23494,89806,38419,131737,8063,28208,423,137189,54769,72856,52791,63326,127405,7371,71021,19365,6378,26121,414,132239,42120,119319,97321,48126,19512,40568,76793,20912,12658,22010,368,102715,111576,114376,129970,28072,18943,16538,24458,84243,59575,18044,782,25542,102739,21099,21739,24460,509,81502,79509,64095,91408,77042,23780,35756,19725,25317,14554,83561,423,34716,21954,107697,6378,40408,27833,58533,16511,52432,9420,73385,532,130215,76488,47202,17414,18360,12358,75402,31048,17560,7659,19506,396,28585,48614,141949,26626,17318,90786,158459,72087,114468,27524,86302,438,38282,155710,31166,45904,18786,79729,152063,110933,29185,107777,34838,84061,43314,8675,53336,124475,17979,470,16284,43582,60073,56987,16604,78937,26064,83917,49926,16427,6983,366
PC_18:2_18:4,,,156097,88553,32538,130222,120170,62110,112497,77930,30957,113780,68034,663,24244,23674,19858,53464,80955,24691,20366,128504,77405,72899,66044,727,124663,30381,38347,51329,38020,89793,84619,155511,82971,41839,61010,0,31296,114813,20018,26992,27140,59276,52284,107061,24026,45785,59626,940,35435,114809,131240,51169,41312,53166,125909,44571,65833,28592,59817,0,57231,24063,32397,39328,24366,49735,19468,28094,44461,24687,58819,0,77420,67637,64907,50521,28744,60648,31974,85363,37521,45902,58215,0,79605,38928,43553,64932,23677,22223,15800,36027,65694,29210,60733,841,82825,80371,37648,121074,59985,802,49038,29858,64864,28025,40103,63270,37657,50244,64083,85165,54870,0,118491,33076,32769,22836,18035,30272,28857,21333,44204,64354,58799,451,91945,27684,31349,39317,74152,43284,23004,18454,101593,44595,54334,0,37071,16509,55011,21403,43359,34425,59527,128928,63167,100966,55087,746,85150,108807,16949,84648,93935,38740,98477,102058,47489,65799,42364,33995,19382,93033,126915,60942,53834,724,17470,28525,51871,27601,50912,35820,33024,59818,27409,50792,51996,785
PC_18:3_18:3,,,1586265,452318,372757,1407183,1251762,479222,1283047,750065,215710,1496332,711493,0,122853,119545,164290,835136,438345,105729,135728,955895,361538,581805,699480,0,786698,82257,604229,534676,376503,1435588,1588367,1608348,1503613,469825,680903,0,467040,758357,221191,110707,121964,1417280,264218,1024019,404688,1057598,653510,1521,184907,786528,935280,978597,246691,580480,948334,352786,624179,105893,631044,0,550050,187316,458552,293280,184348,970778,26500,366340,265967,34646,639281,0,889289,1295742,456128,688907,221516,431857,456589,1070786,386400,115927,631779,0,1322677,404592,325892,1304878,130094,76118,99483,227403,465161,237498,639616,0,586397,1153596,205084,1025057,634389,0,561721,220166,723488,480263,1200007,884313,335461,481693,456623,752971,658365,0,1062450,383385,218071,34455,85012,255958,255369,63710,1039773,284167,661886,0,1485438,256098,99352,475029,425514,97278,331997,235574,703745,525720,635925,0,321777,163263,1473767,93458,322970,240394,1356873,1066009,672476,1288853,625172,0,1087967,1666972,162295,935707,493416,478950,1115198,1428858,315623,1052108,494369,506993,148545,1219659,1268432,761686,617510,0,66347,251719,491150,304310,277541,117660,194098,522610,272045,363058,628818,0
PC_18:3_18:3,,,117660,79526,145894,15094,120344,89975,85502,60449,72568,15803,72418,363,82604,64068,63243,138100,32939,29886,54638,44176,28410,72982,74520,0,54924,23078,67996,42736,35729,17975,11889,95685,14752,74853,71356,510,62866,62030,61360,38925,127449,127466,51818,56996,54636,22250,70768,0,66148,70434,84092,93546,86145,123589,88099,29236,92359,42227,68518,0,76564,46065,62558,140535,55485,94417,12364,60077,42692,5784,70970,354,84605,9402,57818,63028,44923,28859,81000,9574,31672,18647,70142,0,16215,84761,60581,21589,127928,59999,38555,161260,72096,69263,70339,467,69467,7037,34369,78520,71395,0,77244,99068,42425,69592,100679,88405,41868,64170,37581,96684,75128,0,69206,87608,48202,14890,87408,36891,54508,44041,80158,25501,73590,0,95645,62868,23782,88230,71560,7707,64296,49153,40369,152641,75670,0,130338,61751,81940,51237,75151,56475,88282,40095,61851,90686,73950,0,90624,29776,39253,13069,54724,48762,17514,94945,64632,71790,133310,60642,37451,113353,18295,55132,73426,0,92429,34985,78120,50470,21219,23500,70853,81747,282722,53030,72103,0
PC_18:2_20:2,,,4968,23845,4204,2130,8504,2896,7634,2527,55908,6487,6421,389,47597,26510,23711,3105,11425,8517,33812,3436,3748,54749,25860,0,16752,41617,18600,4995,2192,9003,12246,9113,33729,2859,24804,402,20731,7214,27657,11652,10477,25890,26853,1743,15694,14307,23737,402,1134,12703,7307,23556,149394,3931,24429,1925,69943,912,23542,383,83329,22386,15922,36107,37212,21006,21496,16501,10805,17894,24498,427,28993,42276,66278,11154,11607,2456,33951,2048,885,35271,24301,0,12655,61805,82603,14959,34055,29034,15829,24362,54798,38903,22973,419,40816,13306,16038,15546,23572,238,31051,84458,1442,26559,43845,4820,3768,2117,1681,29746,27863,356,14535,3968,109568,24344,49898,3032,21770,32885,21572,2588,27662,289,12547,34922,34530,2994,20209,59838,36376,4987,8150,15093,26255,359,14882,47875,13597,18744,18485,68474,25309,4066,25624,12811,26515,226,26854,9233,13711,9578,15837,10341,22788,7704,43387,17338,11768,13443,10303,26729,6966,11210,25811,416,23807,8545,11311,12352,3170,89392,51799,32782,71622,42542,25642,432
PC_20:2_18:3,,,34187,74669,20457,21737,53662,24995,46868,17340,37383,35877,32892,285,36785,25703,24368,25175,23298,13290,25185,11034,9798,68448,32650,419,27610,14788,31571,11624,12990,17841,26217,20891,65266,9506,30899,273,29999,38710,28891,14003,25215,75226,30821,12690,23728,56263,30355,209,15581,36705,40970,43822,66858,20986,56921,14261,85072,9291,30329,358,72201,20699,26222,44341,27094,38855,1639,25848,19887,2485,30361,173,54251,68801,55597,22420,17857,15828,34082,14083,12263,18248,30940,308,26795,63061,58878,30843,25526,18098,16642,31681,68872,34899,30338,265,62007,31430,19161,36645,30944,230,45032,58303,13579,36919,71316,12328,12713,8023,6410,50868,31076,304,32209,13276,50181,6709,37320,12180,22777,16001,44539,5678,29657,378,32162,31079,14817,11176,32767,15512,35218,18186,16164,25459,29727,211,23126,29218,37925,16413,32276,45494,44398,7586,40006,31915,29095,258,51503,27022,15327,19066,27303,22240,46786,20005,43782,34661,27328,26392,15487,59574,16376,21764,28663,366,21169,14426,27192,20904,8768,31071,44698,46063,59125,40707,29537,259
PC_16:1_26:2,,,17731,6822,16802,18104,19795,16045,17843,27916,14583,20253,17075,283,15264,8729,9992,22997,11603,6281,4916,8066,8584,29286,10115,312,11871,2011,14205,0,9387,11659,16899,9973,18419,14936,8942,327,6665,11825,12836,3796,7858,18262,12250,9254,7733,15646,8948,271,9647,12484,11273,12893,6415,9338,11799,0,14128,0,9915,312,16623,4515,9284,17288,4444,13406,3280,9049,7095,883,7817,427,9842,21986,21740,16309,4798,0,15731,10818,7167,5710,9433,0,12852,6127,9779,12771,8916,6024,3833,6788,4484,4780,7311,280,6106,13578,6015,8261,10591,0,5504,4106,2741,4131,5783,7293,0,0,5248,4913,4244,320,8992,3673,5993,2797,3104,0,3033,3275,3540,0,5925,0,12519,4614,3599,4179,6581,2906,2855,3183,4860,5593,3831,0,4291,3065,6684,2420,3307,3589,2605,0,5877,7207,3455,286,5928,5521,2572,6291,5743,4129,6175,11903,7339,12174,9400,4584,0,6086,4378,11472,5510,416,2401,2710,3124,0,2184,2565,2848,2739,2749,1881,2402,337
PC_25:0_18:2,,,7215,5280,9022,6363,9636,7424,8678,9094,3905,5536,9187,0,0,4968,4187,6287,2003,2869,3740,2896,2145,5176,3313,0,5313,1645,3223,1082,1885,1092,5669,5358,5767,7856,2164,308,5707,1529,6699,1940,1258,5837,2783,4446,3771,3354,2200,0,1736,5457,3512,1756,2987,2267,688,1376,6784,2003,1287,158,5720,3718,1230,3599,3239,3912,1772,2931,511,1104,1278,180,1708,1562,4565,2191,1150,362,3472,2683,831,2288,923,0,1377,3537,3679,1579,2247,3604,454,1084,490,2340,1114,197,1574,1677,794,3466,1060,145,4580,3025,1030,3410,664,3921,939,4255,1133,1106,773,183,678,2418,4729,2066,1971,708,804,3727,833,824,1001,180,1040,809,1226,2582,901,1872,1581,1190,1251,1741,709,175,892,1370,964,1379,943,762,586,1741,1123,769,1110,207,1193,899,401,1866,487,1370,1432,1992,3370,1236,1143,1319,403,662,1178,1845,1464,232,3249,633,1335,930,582,2571,1044,842,740,158,796,205
PC_24:1_19:2,,,10259,0,0,6916,0,0,7185,0,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,0,0,0,0,0,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
PC_22:1_22:1,,,4926,7388,7468,4773,8754,6359,7980,7999,13497,6865,9239,154,16246,8697,8847,8192,4441,3803,8231,1685,2564,24246,8338,208,4514,11234,8929,2075,2349,2200,3047,2757,17846,2296,8459,0,9157,4307,11071,2548,6455,5667,11352,2649,5682,7237,7712,0,3402,4898,2375,5051,23303,5287,4265,3011,5111,2643,6245,256,7164,6054,6046,13336,8680,3238,6106,7253,4424,4668,6279,260,5620,13542,20319,9782,3175,1626,22829,2628,2626,4931,4135,163,3118,7879,6934,2518,8986,6694,5724,6861,4615,3535,4807,226,3695,3809,2375,2255,4622,0,7668,6030,2737,4222,5683,1874,2296,1241,634,3126,3381,183,2218,1589,5328,3967,3189,2119,3374,4497,2462,669,3413,199,4308,4362,3205,1542,2299,3612,4760,3432,1488,3721,3409,157,2724,5267,2894,2494,2984,6595,5321,1460,6196,2733,3258,168,3116,2592,2858,2827,2573,3182,2839,2839,6109,3758,3624,3725,3257,3544,2457,4700,3965,173,3045,2728,2868,3415,1696,3260,3165,4186,2913,5853,3528,148
PE_17:0_17:0,iSTD_YSFFAUPDXKTJMR-DIPNUNPCSA-N,,933,0,1131,830,894,1031,0,0,0,978,0,112975,0,1502,911,0,1847,1690,1136,900,1196,2113,1616,131977,1648,2153,1343,2934,1799,1793,2000,1519,0,0,1593,126156,0,1636,1353,2612,1887,691,1054,1169,1042,659,1135,116288,2478,1154,760,1395,1252,1392,1126,2927,769,1550,1647,119354,1354,1492,858,1914,1040,1039,1997,950,1902,1474,976,136947,1426,1366,0,1263,1650,1898,1578,1993,2304,2064,923,184715,0,970,1852,1624,2179,0,1570,1847,1179,2186,1522,182319,1975,1914,1567,1188,1416,130877,1489,736,1977,1432,653,1417,1895,1035,0,0,1165,140982,2604,1561,2268,0,1384,0,1642,2304,1350,1015,1520,174488,1885,0,2075,1141,1391,0,1416,1209,1175,974,1627,125140,2284,2119,938,1763,1102,1846,1113,1154,1643,1114,1538,179337,1928,0,2109,2263,1259,1474,1094,1334,1425,1429,1664,1606,976,774,2032,1321,1584,76126,1484,1868,1174,1406,900,1952,1743,870,0,1448,1404,80524
PE_34:2,HBZNVZIRJWODIB-NHCUFCNUSA-N,,429946,190878,183796,63740,210135,276061,21422,783016,61443,43341,210772,1079,311944,103707,29714,250324,425969,35872,45523,34830,55701,132047,212110,1064,366287,87567,40622,136899,45218,587290,960874,547296,83039,124587,201496,989,23417,282950,20513,75712,177392,510423,58732,67307,15711,89249,194419,1022,227275,463997,248171,608423,468737,220631,269033,167126,247670,111193,191186,1287,142836,15542,45147,214495,24526,764061,187851,26196,196854,125455,193588,1255,98687,71929,241821,152304,30397,133663,195018,81245,85650,146944,194048,1037,957243,293315,68149,511629,390114,133751,20438,322583,283414,47340,191122,988,166539,82503,187933,422860,193175,930,117250,542489,171804,114880,226801,134503,68353,125436,90125,150040,178404,979,302930,140303,103109,209452,103106,26273,104615,141944,228660,48204,172144,988,36170,28059,192838,151056,182531,507032,43760,42076,113271,281715,170760,812,307318,32233,175371,40221,121797,101785,89660,196587,195574,224008,169171,1092,73003,90638,29754,650374,281024,72912,225906,160348,45161,64491,519876,169300,20669,197718,252635,218185,165820,795,213897,14678,93289,25307,56161,449468,225627,48108,452265,32151,167569,1077
PE_p38:5__PE_o38:6,IQSPCSIULMCRPM-ZAJUHDLGSA-N,,9966,8250,11612,6501,9551,12560,8407,6262,7680,10617,10347,746,10345,6592,10375,10272,6330,7088,8888,5302,4693,19529,10579,769,7003,4030,11355,0,0,12901,13888,7167,13976,0,11464,856,9969,9884,12186,8115,8273,12378,9147,5158,14725,12142,10417,819,11166,8125,9296,12620,6821,9615,10836,8738,10712,5245,9844,908,12142,10852,10860,9133,8327,12381,2921,10269,0,4034,9307,809,9734,11617,10258,9440,8314,5667,10621,6695,10141,5481,9923,896,15031,8451,11773,11512,7502,6674,9348,11514,8341,12410,10245,935,11349,9927,0,12286,9548,1070,12650,7194,8996,12266,12254,0,9095,0,4994,8420,10428,999,9800,0,10611,2829,9546,6573,8600,7479,11350,3411,10475,1196,9024,7646,7400,7341,6098,1840,14990,10122,5087,10042,10172,889,9482,11885,0,10501,9065,8415,9725,5557,13278,7958,9736,849,9649,8009,13130,11387,7337,11188,10813,7015,13102,14855,10987,12024,8691,8943,0,12189,10499,893,7058,8715,8699,9568,5251,6060,10747,7603,13249,8637,8769,946
PE_16:0_18:1,,,37356,21693,23228,8558,23257,30239,2481,71789,74562,6235,20545,0,39933,57339,8366,23762,45015,4993,11940,5161,7834,16583,29059,0,38551,11421,33820,18515,7637,71581,105759,57757,12089,14865,15912,0,9881,28000,9402,11677,50125,59078,34128,10941,7665,11922,15473,0,26431,45819,27838,62415,48572,23269,28737,64885,27908,10406,27874,0,13013,1456,7877,173704,4839,79619,16115,5777,64347,63084,28735,0,9765,13037,29308,18635,7304,16711,21891,15197,171062,13729,14965,0,139637,29782,8479,76262,34500,18199,6021,32647,26929,6954,28128,0,19783,23259,18605,101188,27761,0,10742,55420,19364,14855,26399,12839,10506,11769,48593,15923,29423,0,29983,11092,13715,20223,13891,4114,7937,32600,32225,28654,30740,0,5703,4895,61616,14263,29002,48030,7907,9625,11335,46016,30079,0,26906,2093,17982,7994,13801,11961,8914,85275,22227,25323,30349,0,9187,9537,459665,61775,27536,6128,32960,18037,3719,4038,54803,13869,3231,28763,23377,166433,30475,0,27379,2618,11119,4318,8008,37264,14723,5752,36931,2103,29268,0
PE_16:1_18:3,,,40093,30808,76598,24001,39684,28470,34847,56494,27875,17468,23338,575,49057,22868,24023,73051,15627,35850,32907,29545,26813,58814,26899,707,31927,34305,31413,29911,43280,25781,38100,33414,39198,44275,24960,649,38563,44882,20802,17527,35795,27821,45764,25155,26991,25998,21786,691,30218,28580,21675,56701,52732,36351,31406,32615,37344,41600,22616,749,37960,30912,22999,29591,13939,45112,41576,45216,49276,23103,23057,656,32690,35660,36768,47763,26816,46051,50113,21266,18918,30083,23307,494,76794,57349,52151,60204,101653,27153,44707,27313,28195,23741,24391,754,36924,59171,44208,40261,22238,397,42974,50559,15508,34580,59632,35856,18950,33049,51355,32874,24399,680,39234,77440,21892,48802,21329,52576,52688,21487,45806,21236,57683,361,50163,33836,43358,54094,34272,50128,49795,20217,20922,69977,33189,597,56235,51498,29263,41561,65808,50517,51675,30622,66330,25656,57150,838,38796,52891,30390,34086,29241,33665,27859,40281,36042,41917,84291,60929,40389,29839,67815,54725,57578,524,26631,14572,40730,60133,35904,43101,38444,22544,47631,30715,35492,577
