DGDG_18:3_20:3,,,47063,74929,70865,41632,62266,69148,53994,25522,35896,44726,45949,0,114608,60100,60312,66481,14832,15939,42700,17063,19407,62214,45610,156,15743,12224,54473,29360,28277,28671,28282,34010,74174,29528,45316,0,57245,36078,54082,15097,87070,121274,32236,23000,48031,82778,43886,0,36854,22147,41425,91941,69353,39387,47230,22895,86193,31901,42179,371,62653,29619,52832,101075,32406,72215,6465,42393,18218,4866,44268,124,65533,97126,41060,47480,30208,15462,57790,28473,22574,13991,42809,284,27131,79630,53026,46415,66981,28877,37913,93747,73368,49695,43546,0,57836,56736,17508,37818,44585,244,104925,74762,25920,71473,98498,38404,32727,23295,11390,45961,46437,179,25165,42859,44857,7467,105815,25345,33663,19980,83373,9369,46050,181,50850,35276,13200,42064,30359,8645,49816,50392,12605,60072,45233,120,43167,38711,58122,29422,80914,49362,54968,11926,59779,74168,45499,0,57718,36240,30331,30511,17001,37289,48811,41335,45035,55622,90821,44356,29337,70409,26684,32437,43712,117,53135,30188,82089,38437,13495,26921,76797,50656,159322,37924,46514,0
DGDG_22:0_18:2,,,4153,5692,470,2954,893,8246,2353,0,2994,1877,4262,0,6897,8174,1402,329,1559,1495,1098,1157,856,2255,2999,0,2750,2166,3321,2628,3879,2239,1939,2839,3072,0,4209,0,1204,5722,1537,2422,18513,3967,3756,2014,4770,3451,3989,0,9325,2661,2490,957,5641,1872,4527,2379,3269,1366,1725,181,2408,2228,3802,2407,2210,2529,2735,2853,4373,1296,4095,0,2605,2053,4772,1815,1462,0,4573,2157,0,3071,3260,0,2449,6681,2388,1366,5115,4578,1713,2156,3777,2335,1964,0,3658,3653,1411,6581,2188,0,2122,1149,0,1670,3063,0,0,2372,524,1304,1273,0,1893,1634,1305,1862,1552,1539,1600,1832,1935,0,1434,146,1676,1877,581,1913,1862,2209,1615,2408,1031,1112,1258,0,0,1008,1980,506,1436,953,1860,0,0,0,1438,0,1393,1613,1063,0,1633,0,2150,0,1681,1736,2511,1728,1422,1687,0,1280,1295,196,1521,1590,1322,932,942,769,0,757,584,784,841,0
DGDG_24:0_18:2,,,47854,53330,19417,24321,34220,66246,19962,31829,33367,13857,30034,157,18951,18124,34235,11707,18200,11686,18592,4457,8500,24936,17212,0,4787,5504,27247,20524,17106,10042,10341,14744,15860,9307,21137,0,24410,32246,29149,9068,23158,12396,15279,8773,33715,13411,13313,127,48307,15880,11647,9684,15198,9475,16789,12086,20894,5271,16500,0,12718,16035,20044,8393,11797,5920,3999,16752,13061,1705,12769,182,6734,8134,17151,7626,14101,3661,12578,5593,5521,3974,8165,0,9480,14057,6167,7933,9071,17478,15674,4752,8755,4695,11110,0,17352,8189,4879,16831,6762,206,8292,9075,0,8680,9294,2980,6783,2233,1183,3092,4176,175,0,2421,1994,2769,570,3870,5253,7323,1594,745,4889,0,4975,4082,430,0,1320,1012,5585,8409,1144,2440,3199,0,1265,4705,0,1445,1156,3022,6069,0,2504,0,3728,170,2534,2305,4114,3034,1447,5662,1746,4763,4734,2903,5644,11229,4921,4794,3905,4463,4451,0,5049,5742,3367,1435,1170,965,1559,355,860,644,0,0
DGDG_24:0_18:2,,,2076,2931,3465,2409,2440,3005,5394,9124,4406,6703,5322,136,6342,5047,7048,16159,8280,5284,8207,4121,3598,8615,9988,265,6019,4983,11183,11194,9511,14915,20371,8252,15204,15049,9621,186,12822,12063,8041,5587,9493,14177,7576,8725,19223,16292,11322,178,7510,8240,12460,11488,10655,12135,11242,10376,11513,4326,11031,184,10021,12490,16090,7979,6486,11856,5547,12442,12231,4614,13184,188,8731,15951,10870,12738,12241,7828,17498,11604,10553,5703,9464,0,13018,10335,10962,8370,7208,7380,6887,10502,13582,9414,9731,297,18303,8535,5683,18486,11243,148,13468,5359,11811,13290,17859,7123,13966,10921,5833,9427,14511,297,11768,15168,7721,8380,8259,11191,8865,7100,20624,2819,7977,233,12063,9593,5092,6195,7855,8737,8590,11772,5465,13912,13291,111,11327,7972,14750,8043,2995,18398,27264,3993,10859,11476,7306,129,5772,15287,15347,12161,10449,13762,7682,9102,8379,9835,9534,13794,7856,11202,12367,10398,8030,127,12167,13886,12853,8764,8057,5705,8530,7797,7353,9136,12595,280
DGDG_24:0_18:3,,,7478,3119,3052,6518,4820,6598,2711,6292,3901,3435,4902,234,4772,3667,4619,3464,9176,3052,3207,2707,4935,3204,5417,125,5472,821,8098,7869,7151,7835,6760,5841,6229,6851,5608,153,6957,6022,4473,1614,10196,5707,1764,4317,7158,2721,5374,187,10299,5947,5400,5756,1454,2783,6813,5263,4503,2133,5580,216,2633,4710,6967,2965,2695,5255,592,5251,7615,620,5586,182,1098,4353,2110,4209,6199,3559,3803,4846,5823,1166,5791,0,7841,5628,841,8158,791,3764,3868,1463,2065,2245,5806,194,7977,8229,3520,10103,5330,109,5345,3807,8888,6420,7936,2728,10801,6311,2424,3716,5355,140,4424,5050,1389,1176,1842,5340,4955,2682,5522,2047,5472,172,5381,3428,833,4079,2724,656,5445,7050,2937,2781,5406,122,2298,4016,4347,1765,2637,2024,8629,3135,6390,7308,5349,367,3890,4362,4323,6670,4666,8480,3447,5615,1934,4571,6071,7936,4048,5974,6139,4672,5080,0,3803,5301,6049,6440,5408,1708,3008,3013,1138,1992,5107,145
DGDG_25:0_18:2,,,0,736,2940,0,3440,0,2636,0,1153,2317,604,184,2438,2070,5571,785,3950,2716,3448,1576,1575,3740,1494,0,3704,1264,9398,915,1247,3738,0,0,665,0,253,117,8921,483,5667,1474,4049,2692,1871,0,8376,3596,3955,0,8938,4428,3978,2860,2948,1913,3506,3792,5690,1147,4420,220,3106,4891,8845,512,219,0,748,2409,4089,880,3479,174,3227,4476,2771,2119,5790,0,4806,0,3911,1241,3847,0,4690,3402,893,2573,2759,3293,4445,982,4526,1365,3428,0,2037,0,2373,2839,3645,0,2728,1341,0,0,3655,0,0,0,0,0,0,0,0,0,878,1265,386,0,2465,2049,0,0,0,0,0,2660,0,1852,1424,551,2772,3744,0,607,0,0,0,2367,0,816,0,746,3290,0,0,2538,0,0,0,0,0,0,0,0,0,0,1418,3848,0,0,0,2719,0,0,0,0,849,0,0,0,1165,688,806,0,578,0,0,0
DGDG_25:0_18:3,,,484,1545,0,4482,4034,1979,2502,4085,1548,3326,3438,511,2230,0,1605,2573,7947,1835,1177,5076,3270,2235,3525,143,9380,814,3978,6179,5209,5717,5164,6500,3760,5109,4360,238,3166,7177,1906,628,4195,2796,1647,4901,2559,1762,3301,159,6777,9434,6922,3306,882,2981,8037,3652,3176,2168,3182,199,2216,1812,3502,1140,1104,3501,0,1987,5510,626,3556,0,3829,2958,2827,2703,3355,2953,1881,5046,4272,756,3620,164,6262,0,1282,1118,1549,1882,2324,1044,2736,844,3461,0,5780,4250,2952,8645,3537,0,2715,0,8095,3581,2069,3813,6702,6016,3932,4844,3116,0,4119,3389,1286,851,0,3521,2479,1150,2373,2872,3060,0,4126,1771,512,984,4546,487,2173,2908,3762,1692,3456,0,1644,1426,3524,770,1057,1224,4599,4402,2215,6546,2958,0,3455,3433,1498,4962,8462,2586,3468,5737,1772,2374,2979,4087,1652,5510,7155,2483,3143,0,1671,1141,2774,2804,4438,1377,0,2273,516,1304,2966,120
DGDG_26:0_18:2,,,0,2875,0,2973,3963,6359,2817,0,4005,1956,4862,155,5368,5747,5156,2458,7417,3313,3447,1665,2348,5072,1845,122,4863,1936,8140,6502,2029,1732,2228,5320,6381,2726,1614,109,7483,10228,3349,2772,7632,2683,3419,3139,7638,2537,5175,0,11568,5240,7386,3591,5001,2867,12077,4038,6916,2684,5035,0,1231,5158,1796,673,2891,2092,2807,5059,6878,1948,5477,0,3952,6184,9548,4767,6066,2563,6248,3232,3992,1329,5744,155,3389,3268,4830,2681,4771,7563,2760,2952,8138,3761,4782,0,12022,6060,2797,14129,4761,139,6128,3057,6771,8424,2489,2084,7645,3150,1152,5519,4519,146,4772,0,3964,3423,1242,4177,5678,5951,3299,1505,4271,0,5895,4307,1797,2320,3043,3704,6901,8753,1791,3127,4677,0,2601,6116,0,2769,1664,7654,11848,1646,6252,7452,5059,213,5163,2956,3749,5905,5189,7486,4086,5292,5033,3595,5351,7522,5877,9186,6546,5547,4867,150,7264,5398,4339,6911,2587,3034,2929,2876,2405,2993,4129,0
DGDG_26:0_18:2,,,9087,7415,2984,4967,6470,9654,3124,4053,4013,2287,3746,189,5469,4539,1349,2317,4283,2192,2559,2460,2974,4109,3669,141,3654,6916,4638,6903,5560,14202,21299,6613,7158,0,3802,0,4249,5734,4140,4479,4115,4055,2578,4301,5933,5689,4326,142,5867,3665,5461,5140,8250,3233,6850,7113,2501,2943,4973,127,3496,3523,6831,1892,2224,9660,8691,2970,5370,2365,6529,251,3798,2450,5583,4217,6741,5552,2690,5934,7159,6044,4240,185,24263,2021,3160,12412,1687,1690,4093,3376,4828,1046,3927,195,10792,6970,5135,7892,7260,128,2855,905,14864,3605,6689,3630,8544,4471,2618,1782,5899,195,8081,4591,1471,8953,1332,6299,5532,1327,5474,1938,5701,145,6053,4628,2677,2997,1846,10952,6709,6073,1730,1333,1134,0,1212,6022,5732,2650,2106,8880,8160,2757,8871,7974,5653,277,4744,5559,5818,10527,2352,10466,5836,5883,1582,6483,8378,8191,4090,6067,8118,7069,5713,0,6168,3168,2841,6163,3021,3274,1942,1418,7063,3895,6117,152
GlcCer_d40:1,QMYGQSYNQBLKGY-YAEABVQUSA-N,,6378,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,1932,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,0,1531,0,0,0,0,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,0,0,0,0,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,2307,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlcCer_NS_d18:2_16:1,,,27128,20799,29640,26260,26003,19707,17651,24502,22740,15416,21550,0,31201,23725,22321,28390,19853,16801,22132,10041,6261,33150,20473,167,20314,20903,20406,18599,18776,14297,14190,21705,30536,18665,20084,221,18314,21176,20959,23918,31907,13747,22658,14647,20136,17477,18629,149,18886,19716,17266,16577,21968,18613,19337,15618,23860,7888,18101,310,24451,13892,19574,19796,14298,13450,19397,13375,16154,15718,18446,370,16161,24631,37237,20194,13033,9744,22910,21784,15870,28853,19491,0,12653,19058,30999,10797,28190,18462,17420,18484,17836,23583,18529,0,22168,28552,12733,24787,19033,0,22157,18190,16004,19456,25926,11410,16839,12088,6530,17513,19350,240,19744,23587,26881,20104,15795,14666,11936,18294,17983,3593,18775,152,23713,15710,18286,17856,11365,39943,18164,22015,8959,21254,18486,0,22986,19183,17621,22138,11800,39124,37730,12949,14816,19017,17989,342,21070,17899,17222,21050,14374,20151,16544,20026,21778,22783,17663,18311,13315,22155,21485,13915,17239,314,21191,11320,13754,18401,7679,16428,14470,15664,22978,20867,17614,0
GlcCer_NS_d18:2_18:1,,,92932,42974,49550,32764,62402,69536,34588,37150,42874,30386,35829,0,32445,32193,36900,29587,34748,34225,30338,11045,8371,31420,28548,0,12648,51077,31257,31013,35938,23100,15674,26134,33408,30117,28936,0,9516,42178,36244,42366,30970,18793,30993,29304,37359,25049,43410,0,28660,38323,20766,29930,22076,25947,20754,24631,11409,7876,28941,0,33814,37643,30290,17224,25807,17813,40258,22631,27507,41883,27753,0,19763,32238,37247,21684,21824,12022,29463,10081,32466,35448,19144,0,14132,23822,21630,17319,37263,49024,26959,17837,8498,18345,18983,0,17896,24941,7033,17251,19045,0,16199,16609,17959,15242,15814,19552,18975,16568,4634,16742,17017,246,9199,22328,20713,31178,9166,9940,18148,25627,15480,1047,9288,495,32460,17095,17421,37778,8611,27490,13317,14073,7923,19215,19293,0,16710,18079,18777,18334,7401,24605,34351,11816,9699,14158,19194,0,14793,19060,13806,16586,15200,22812,11652,28025,20219,20185,18382,28151,28557,13339,17566,11290,24525,149,13079,19896,6377,11878,5474,11715,4712,8681,4719,9573,5780,228
GlcCer_NS_d18:2_18:1,,,100732,67597,104738,101761,85683,85458,73687,94746,110296,77633,97307,0,69426,65243,102132,64074,105100,107571,104608,53878,27955,110000,90200,278,108369,132067,85659,118338,97456,78264,61927,101708,103993,104628,74139,0,91806,88854,95278,118931,81995,51391,84568,94277,95469,70731,83123,327,53825,51482,73335,70967,70841,79945,75489,80402,87030,30075,39129,410,93582,101450,49897,59398,41031,50619,96228,81256,103796,108856,82381,0,75704,86751,109952,71887,84081,20888,75195,39691,101616,92445,86195,331,64801,65048,101101,61040,111652,123332,100285,68887,62221,87722,83100,0,76788,104746,65666,99012,85745,0,78432,63878,113193,96468,64701,26050,116793,80357,43325,84079,94282,0,24350,57693,111693,131093,40966,73072,88283,115190,59672,5855,91499,495,101878,96124,101608,101755,52579,117952,99672,101848,48820,94884,90118,207,91232,111443,79927,105896,38853,29487,110953,78320,70515,75993,85520,0,83495,78650,96150,86384,77624,102919,74682,102417,83340,79602,65413,99256,82993,88217,94278,62746,85588,286,93455,68852,42444,84746,52942,79483,58487,63646,37045,88649,89042,184
GlcCer_NS_d18:2_20:1,,,133081,104463,150705,120126,129598,109761,97626,106101,152309,93170,112170,0,148955,113210,137338,135288,44073,98685,68493,15219,31059,160201,48934,0,111074,75682,68074,105201,109001,75672,72174,117481,151279,101779,106043,0,118196,98849,132830,123053,115328,38374,44182,85056,44686,105887,29662,0,89001,110443,92291,81940,112320,87552,37727,84144,129831,29912,98459,0,140192,103394,111421,85494,102180,70677,145119,101404,101706,120409,96415,0,95562,138712,174815,100628,71191,52648,129918,105774,92005,128007,95861,0,66665,103207,122116,61171,140871,148360,127778,69940,67533,90131,93364,0,92270,113094,48460,114110,85305,0,80355,80786,66043,78110,112788,57824,82841,55421,23174,55699,64075,0,59702,82589,113646,114452,66464,56868,62956,103949,76979,14160,84093,0,111915,100209,81358,90393,48318,135060,0,108878,35628,94068,75554,0,68624,99593,71494,86024,39149,115401,125091,47953,63745,81398,74371,0,67310,70787,78879,0,0,77266,62498,90977,86545,78495,62982,93385,84651,81375,65678,0,74162,0,67880,52135,43317,65817,0,52284,0,0,0,0,0,0
GlcCer_NS_d18:2_22:1,,,39440,30349,46027,40839,40122,41450,35774,37499,47618,34146,40905,316,65468,41821,51526,50770,29683,26950,49330,14497,10450,51948,38463,0,32056,38379,41019,31255,36736,24652,28249,41419,51822,38436,37558,0,40216,33697,51167,30116,38072,35679,35934,21355,47527,38098,38269,0,32765,37931,37742,32573,42778,38416,31479,24738,49911,8581,35864,369,56104,29930,40350,36622,37231,30354,37769,37280,28753,27951,36930,0,35908,62122,71397,44552,23201,16328,52677,35636,23094,36063,37124,0,21839,42528,47704,25876,54874,46216,43802,31068,36882,36457,35660,0,37073,56167,19277,43196,34930,0,44501,40493,27483,44356,60434,28091,34173,25364,12193,34963,38878,0,31374,49995,50923,37167,33717,30944,26331,40253,44846,5722,37490,467,47769,40874,27091,40123,21179,55280,43790,54478,14870,45478,40205,0,46672,52484,36751,36055,19799,62193,65181,22215,37719,43630,37129,0,38797,32526,45901,38630,27366,34524,30465,38373,43797,44588,36556,32773,35857,42408,37230,33184,38261,0,38484,28052,36285,43461,14978,32117,37693,33348,39222,40480,39209,502
GlcCer_NS_d18:2_22:1,,,45990,36976,51282,39588,44334,54156,35328,35302,47472,32437,39912,0,69540,40872,33334,53969,22839,26998,49871,14319,9635,45659,27089,0,22532,28730,28341,31077,31977,24050,22955,37878,38602,39693,37602,0,42524,34102,52125,31703,28896,36370,26730,23956,53509,38302,39685,0,34372,26311,37857,25360,43438,39030,32801,19420,49743,8977,36429,0,50807,20811,36027,34205,34660,26838,31467,28178,22743,20422,24784,0,29457,47185,43197,30157,10577,9255,29709,21312,16937,19979,18462,0,18990,29583,28522,14427,32715,32532,32987,17860,22463,17111,25735,0,22173,24930,5543,24059,22927,0,15603,16829,6627,14001,20664,14687,14022,13684,5063,13506,15640,0,10733,21102,21745,13643,16769,12969,10626,17615,15286,2203,18774,0,19306,13044,10649,22851,12442,21483,16443,21853,4568,17781,15511,0,17606,19387,14710,12087,7895,19045,23311,8604,14175,13950,10752,0,13586,12700,12167,12728,10577,14156,13113,13589,17366,17074,14770,12349,12842,15493,6913,10217,13242,0,16240,11221,10730,12521,3016,8959,8981,3899,4828,7996,7139,0
GlcCer_NS_d18:2_24:1,,,15731,11236,28574,17467,15141,22958,14061,23926,17173,15063,18920,300,25924,27047,23406,30097,13827,20670,18639,7587,6631,21440,18884,254,16738,14057,17672,14451,22148,13516,12498,18298,25571,20339,17590,325,19751,14707,21383,12995,40950,27554,19107,11936,27905,35729,18072,243,16127,14214,14408,17594,14150,18336,12375,17544,23901,5279,17024,340,21364,14857,18908,19509,15315,15665,13378,16588,18643,10237,17295,273,16704,25533,25051,22027,13065,8142,41892,20139,11130,16775,18369,268,11446,51534,19825,15000,31562,21490,19630,14149,16005,17725,17741,308,15918,34721,11247,23091,17792,371,26353,57832,15340,20711,67537,14847,16962,15846,7033,13739,17650,240,13629,31989,23225,14720,28824,14489,14464,19645,50705,2782,17414,0,23290,18666,11587,36417,9652,20970,22204,34286,8385,24078,17159,260,19666,24206,15075,19643,16766,31125,33047,10727,18122,24566,16711,0,15635,13293,24219,23353,9726,17682,12614,17889,18928,22549,20532,16609,18566,18185,16919,18372,16250,191,24003,13668,42915,17701,6972,14242,18481,23312,35639,19405,17312,297
LPC_16:0,ASWBNKHCZGQVJV-HSZRJFAPSA-N,,58311,28554,50818,60884,62113,39854,60048,72690,58616,62869,50047,304,30587,31080,47434,33210,24008,17132,54701,23936,12710,104765,50721,12066,39244,125626,35263,30841,26810,32705,35231,39572,101082,21864,48229,0,48818,37007,52353,34775,32544,42216,46053,31619,53094,96454,46234,564,52276,25018,29547,67883,103153,25009,35642,36031,76814,15031,46224,421,123990,31204,41506,39786,51716,38055,69672,41544,19106,130138,45902,0,51853,105250,150240,58643,25281,20630,100261,59818,30228,93966,46382,660,38535,44006,95752,39703,62248,37389,38608,28498,38781,41703,45533,595,43414,66527,17180,49969,45559,0,45619,50773,23844,41905,103169,33739,21699,22820,12568,31592,50530,209,54176,26747,139739,74097,26394,27039,26338,42674,80178,8528,48999,0,95309,43897,73717,47682,23652,320963,46107,35745,25823,32886,49987,0,29821,53521,59727,32493,34617,104492,111615,29539,43953,39949,46626,0,50561,64916,40597,48667,20746,45550,37977,46449,60712,79703,51578,31638,38732,43318,38528,54558,47300,410,29104,27131,22292,38536,15519,46490,37413,38319,35895,107253,48796,0
LPC_17:0, iSTD_SRRQPVVYXBTRQK-XMMPIXPASA-N,,2576,597,997,1203,1043,509,1192,969,0,918,1533,327595,572,0,3467,0,515,0,1434,487,0,1182,1424,437080,996,2492,1016,603,0,485,990,913,1855,468,669,393420,0,742,1358,1891,555,728,753,303,0,1571,1425,318414,919,867,0,1148,1325,536,0,0,0,711,1091,458775,1970,0,0,534,0,1062,1410,1175,570,2748,1176,602163,1114,1538,2624,815,0,715,1699,1177,0,1554,1380,672018,1233,971,1434,701,1147,1224,0,505,1122,925,0,841760,755,1248,365,1155,1172,435801,728,1067,0,1110,8154,855,0,474,177,831,1159,472248,1306,0,2764,1692,685,1260,532,1148,1630,0,0,539497,1444,953,710,1193,780,3777,0,1240,638,694,908,372003,687,0,1359,0,804,1723,1346,877,759,857,670,625902,881,1325,0,560,406,0,785,948,988,1880,922,1378,1325,824,485,568,1034,234008,708,0,0,0,347,993,0,0,0,2285,1080,245928
LPC_18:0,IHNKQIMGVNPMTC-RUZDIDTESA-N,,3066,2461,1731,6046,2903,2524,5695,8658,7017,5865,6564,441,6887,1964,7670,1101,2301,624,10600,2396,1797,19858,6021,5385,4244,9295,5672,10123,5769,6800,10177,2849,10166,1164,6012,353,9986,1981,7027,7708,2782,2636,3348,1934,9778,11172,6077,378,3561,1137,2086,13818,7686,1741,3351,8104,6348,1835,7001,560,15537,4184,7028,2190,8091,7744,5288,3237,981,11881,6415,645,1708,6889,16353,3366,2995,1842,8140,12068,9402,7353,5907,461,9731,2212,15614,5897,3512,2333,4324,2135,2106,6914,6049,501,7259,6664,1253,4577,5592,510,3055,6561,2395,5040,9234,1799,2720,1450,972,1448,6155,367,5910,1399,13634,3936,3199,5619,4381,1838,8413,985,6918,450,7350,3137,5539,1391,1093,34475,7049,7616,2469,1699,6390,377,1162,9321,2433,3161,1929,9456,10251,3049,3431,3107,6700,464,2448,9492,8125,3308,1293,7805,2962,3321,7229,8187,3237,6135,2549,2467,6703,3003,6363,357,1994,4134,1036,4089,810,12831,3701,4798,5594,13170,6608,319
LPC_18:1,YAMUFBLWGFFICM-PTGWMXDISA-N,,7928,3150,10732,47077,10456,1777,66283,7767,74211,68565,39491,172,7221,5601,69911,6012,1191,17844,127778,15405,1944,73544,38322,1283,4046,198224,55602,7969,36754,7273,6696,8235,79988,3101,36775,0,74666,636,76382,110057,531,14449,107628,50529,105639,106405,37199,0,7158,517,1593,30772,19316,479,3111,9260,26707,1417,37067,212,75723,75806,65363,6287,82829,11987,118446,68327,1667,84201,36852,198,23063,84023,79220,5951,31674,883,16123,96494,23305,87131,36432,226,6202,16411,237568,7997,9006,65217,61969,777,6087,95414,36600,343,14014,104784,1786,2391,36742,148,8364,20680,722,51874,145625,3878,15515,2558,1896,10011,46776,279,17546,5999,196077,145370,5709,41773,49012,66647,126450,1200,44502,180,105848,51681,88029,5291,1144,492720,61267,83207,8976,5762,44631,242,6878,92666,54230,78240,961,188772,123015,14354,6398,6013,44010,178,55944,70615,93400,5118,3320,30851,16207,41150,119559,122144,1302,45938,56150,9577,16068,6280,41969,252,3150,32981,4855,56459,1037,7656,8312,30532,7256,113398,43557,321
LPC_18:2,SPJFYYJXNPEZDW-FTJOPAKQSA-N,,79864,11487,57233,739126,170667,25331,1092192,65255,1715744,963741,837692,833,18305,193636,1669053,62154,17586,484283,1662969,138479,10376,1353564,812183,103,43549,1372629,1662100,354513,1285007,76097,82092,93663,1371970,11315,808610,631,1707286,82701,1684876,1722756,30588,346233,1260023,675418,1719159,1460478,775552,352,33701,42855,13009,838202,101743,25398,22364,256960,371056,16082,777942,244,1101509,1670719,1677411,91586,1647624,186637,440565,1701704,28601,207468,776661,529,416774,1088530,1050065,38621,1353607,89996,101807,1208384,948629,140544,762328,1085,63551,460822,1722777,173744,44532,1445400,1336628,29911,55015,1706734,763471,356,291634,1204975,48948,25803,748353,433,38992,678096,104235,1659936,1620506,12500,519046,8854,6716,274053,907091,1283,234093,28418,903333,630026,61949,1261961,1627186,1346287,1608993,7463,896384,406,905251,1532842,1297282,34833,57794,629956,1695272,1706249,81597,42554,873444,1266,38372,1713959,769759,1396913,69671,974860,1177444,109039,46701,41740,847350,315,853760,853741,1721550,34330,44558,1209620,271973,526101,1076614,1373373,71931,1596851,1333533,275852,165617,40466,835697,815,42909,1192423,18439,1591871,118353,26822,48489,741663,49077,1411128,866361,777
LPC_18:3,WKQNRCYKYCKESD-YVHLTTHBSA-N,,107964,4042,40863,1273833,152351,25503,1181740,55055,704843,1303090,368159,467,6144,54530,683321,63929,13031,119224,339985,258915,9834,308559,362374,486,33869,86058,1336626,493273,992728,97931,88939,203322,1419468,32058,55759,487,1472745,72724,806080,687060,16495,191880,217189,1173574,1480554,1182017,355255,761,30557,20919,13811,682333,11522,23489,21728,169100,98044,7960,358821,0,376753,706410,1359852,31287,539906,109189,25074,1249314,17004,13089,356495,436,236370,791959,252872,31638,655396,48891,28651,1629602,598366,18585,345307,573,58066,144423,874519,147998,9182,238885,278170,11837,16272,727246,349428,711,133881,1463922,19902,33899,340595,451,18617,131227,116396,1066170,1654596,28420,569393,25431,12143,125250,444832,555,199158,43650,75709,41123,8924,725437,775824,139794,1725211,6982,433407,604,1101946,524580,95040,75416,33094,33083,879754,1431683,74735,29814,433923,786,16394,712332,937775,234155,15506,113677,895744,299058,30329,50945,419848,420,697244,1556791,1086576,36153,21302,752780,220942,889646,233145,1394865,38197,1359862,433460,260309,360614,15192,405601,596,9572,653588,15957,969595,95034,5417,13428,353480,12511,441067,411907,550
LPC_20:1,GJTDRNFWIDPARY-GTPZACKGSA-N,,0,0,0,969,0,0,1594,0,0,0,0,0,0,0,2266,0,0,0,0,0,0,4951,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,519,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,0,0,0,0,0,1886,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7008,2199,0,0,523,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0
LPC_20:5,PDIGSOAOQOXRDU-WJPZTBRDSA-N,,693,230,0,7303,1085,0,6883,669,4824,7630,2383,0,0,0,0,0,0,0,0,1314,0,2268,2484,0,520,0,8092,0,6657,501,0,1114,6595,0,2058,0,6462,0,0,4836,0,1564,0,5649,3101,6810,2220,155,0,0,0,4162,0,0,336,1262,0,0,2771,0,0,5560,8190,522,0,697,0,10227,0,0,0,0,0,4263,1388,494,4234,0,0,0,4387,0,1693,0,0,960,5706,681,0,0,0,0,0,1489,1535,0,841,8801,474,0,2461,0,0,1015,0,2305,8171,0,3351,332,234,1143,3062,0,1262,0,0,807,279,0,5459,0,0,407,3126,0,7045,0,0,773,590,0,5656,8313,0,0,2960,0,0,0,5446,0,529,0,5438,1644,0,0,3275,0,4151,9404,7216,0,618,5141,1806,0,2033,8153,720,8256,0,0,2387,363,3168,0,0,5324,0,7281,0,0,0,3146,0,0,2933,0
LPE_17:1,iSTD_LNJNONCNASQZOB-HEDKFQSOSA-N,,0,0,0,0,0,0,0,0,0,0,0,72179,0,0,0,555,0,931,0,0,0,0,0,83921,0,0,0,0,0,0,0,0,0,0,0,81380,0,0,0,766,0,0,0,0,0,0,664,70167,0,0,0,0,0,0,0,423,0,0,0,92296,0,0,0,0,0,0,0,1668,0,0,0,131572,0,0,0,0,0,0,768,0,0,0,0,128996,0,0,0,0,0,0,0,0,500,0,0,149601,0,0,0,0,0,85101,0,0,0,0,0,0,0,0,0,0,0,93787,0,0,0,0,0,0,0,0,0,0,0,105077,0,0,0,0,0,0,0,0,0,0,0,77276,0,0,0,0,0,0,0,0,0,0,0,121483,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,50111,0,0,0,1643,0,0,0,0,0,0,0,53766
LysoPC_16:1,,,805,0,1121,1090,0,0,0,0,3813,1305,1655,0,0,866,581,0,0,2675,5783,425,346,3781,1597,0,0,1849,2071,1330,3016,0,0,0,3682,383,1797,0,0,0,4184,7167,0,0,3620,471,5597,1093,1422,0,0,0,0,0,0,0,0,842,1481,0,0,124,2726,734,2963,976,646,0,0,534,448,0,1978,0,1446,3516,1755,617,1159,0,0,2451,244,0,1995,168,0,0,961,0,701,1700,7196,480,626,4111,1776,0,555,569,0,0,270,0,548,1067,0,2102,5486,0,990,404,0,0,1860,0,603,0,445,493,660,1865,2099,525,5911,0,1161,180,445,4019,2641,874,0,817,180,4415,617,0,0,0,0,5390,2360,823,0,1058,454,162,0,0,1777,0,1524,502,8899,312,502,1322,0,985,2081,1136,661,1559,1370,0,0,0,614,0,0,88,746,3238,0,560,0,1246,0,2468,1366,182
